round_id,symbol,objective,risk_level,leverage,risk_per_trade,max_position_pct,max_drawdown_limit_pct,accepted,reason,start_utc,end_utc,duration_years,candles,rows,starting_cash,ending_cash,realized_pnl,roi_pct,buy_hold_pnl,buy_hold_roi_pct,edge_vs_buy_hold,market_edge_pct,max_drawdown_pct,trades,closed_trades,win_rate_pct,total_fees,profit_factor,expectancy,avg_trade_return_pct,max_consecutive_losses,low_liquidity_sample_rate_pct,weekend_sample_rate_pct,scoring_backend_kind,scoring_backend_device,chart_path,timeline_csv_path
round-007-aggressive-15x-spot-1s-realdata,BTCUSDT,aggressive,aggressive,15.0,0.012,0.25,10.0,False,closed_trades<2; realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.005; profit_factor<1.0; expectancy<=0.0,2017-08-17T19:00:16Z,2017-08-17T23:59:57Z,0.0005697835069840546,71972,17982,1000.0,998.8091496686833,-1.1908503313167103,-0.11908503313167101,0.8017615369955763,0.08017615369955763,-1.9926118683122866,-0.19926118683122868,0.11908503313167101,1,1,0.0,0.049885903557224054,0.0,-1.190850331316735,-0.1190850331316735,1,0.0,0.0,cpu,cpu,docs/optimization/round-007-aggressive-15x-spot-1s-realdata/charts/01-BTCUSDT-aggressive.svg,docs/optimization/round-007-aggressive-15x-spot-1s-realdata/data/01-BTCUSDT-aggressive-timeline.csv
round-007-aggressive-15x-spot-1s-realdata,ETHUSDT,aggressive,aggressive,15.0,0.012,0.25,10.0,False,closed_trades<2; realized_pnl<=0.0; profit_factor<1.0; expectancy<=0.0,2017-08-17T19:00:16Z,2017-08-17T23:59:57Z,0.0005697835069840546,71971,17982,1000.0,998.8091496686833,-1.1908503313167103,-0.11908503313167101,-6.567328448677609,-0.6567328448677608,5.376478117360898,0.5376478117360899,0.11908503313167101,1,1,0.0,0.049885903557224054,0.0,-1.1908503313167398,-0.11908503313167397,1,0.0,0.0,cpu,cpu,docs/optimization/round-007-aggressive-15x-spot-1s-realdata/charts/02-ETHUSDT-aggressive.svg,docs/optimization/round-007-aggressive-15x-spot-1s-realdata/data/02-ETHUSDT-aggressive-timeline.csv
