round_id,symbol,objective,risk_level,leverage,effective_leverage,leverage_applies,risk_per_trade,max_position_pct,max_drawdown_limit_pct,accepted,reason,start_utc,end_utc,duration_years,candles,rows,starting_cash,ending_cash,realized_pnl,roi_pct,buy_hold_pnl,buy_hold_roi_pct,edge_vs_buy_hold,market_edge_pct,max_drawdown_pct,trades,closed_trades,win_rate_pct,total_fees,profit_factor,expectancy,avg_trade_return_pct,max_consecutive_losses,low_liquidity_sample_rate_pct,weekend_sample_rate_pct,scoring_backend_kind,scoring_backend_device,chart_path,timeline_csv_path
round-008-futures-conservative-5x-data-health,BTCUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,"data_health_failed: rows_below_min:0/1000, coverage_ratio_below_min:0.000000/0.999000",,,0.0,0,0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,error,error,,
round-008-futures-conservative-5x-data-health,ETHUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,"data_health_failed: rows_below_min:0/1000, coverage_ratio_below_min:0.000000/0.999000",,,0.0,0,0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,error,error,,
