aggregate_gate_passed,aggregate_gate_reasons,aggregate_replay,architecture,candidate_id,horizon_minutes,maximum_single_month_fraction_of_positive_net_bps,months_with_trades,selected_threshold_months,support_passed,support_reasons
False,"['selected_threshold_months<4', 'aggregate_total_trades<270', 'BTCUSDT_aggregate_trades<45', 'ETHUSDT_aggregate_trades<45', 'SOLUSDT_aggregate_trades<45', 'aggregate_active_utc_days<90', 'aggregate_months_with_trades<4', 'aggregate_day_block_lower_95<=0', 'single_month_fraction_of_positive_net_bps>0.50']","{'active_utc_days': 13, 'candidate_rows': 70, 'day_block_bootstrap_mean_net_bps_lower_95': -4.307041800475944, 'day_block_bootstrap_mean_net_bps_median': 35.7775104805085, 'day_block_bootstrap_mean_net_bps_upper_95': 108.2785508881381, 'direction_probability_margin': None, 'longest_loss_streak': 5, 'maximum_action_probability': None, 'maximum_peak_to_trough_drawdown_bps': 667.881121635437, 'maximum_single_symbol_fraction': 0.44285714285714284, 'mean_funding_cash_flow_bps': -0.12101857279028211, 'mean_net_bps': 36.060967821734295, 'median_monthly_net_bps': 2524.2677475214005, 'median_net_bps': 44.75207710266113, 'negative_month_fraction': 0.0, 'nonfinite_outcomes': 0, 'overlap_rejections': 0, 'positive_rate': 0.6428571428571429, 'profit_factor': 2.008035067071759, 'total_funding_cash_flow_bps': -8.471300095319748, 'total_net_bps': 2524.2677475214005, 'total_trades': 70, 'trades_by_symbol': {'BTCUSDT': 10, 'ETHUSDT': 29, 'SOLUSDT': 31}}",per_symbol_direct_multiclass_plus_shared_binary_meta,causal_per_symbol_direct_h30_shared_profitability_meta,30,1.0,1,1,False,"['selected_threshold_months<4', 'aggregate_total_trades<270', 'BTCUSDT_aggregate_trades<45', 'ETHUSDT_aggregate_trades<45', 'SOLUSDT_aggregate_trades<45', 'aggregate_active_utc_days<90', 'aggregate_months_with_trades<4']"
