round,treatment,interval,controller,decision_time_utc,exit_time_utc,symbol,side,size_fraction,score_bps,stop_bps,event,stress_net_payoff_bps,stress_initial_capital_return_fraction
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-08T11:00:00+00:00,2024-07-08T12:01:00+00:00,SOLUSDT,long,0.02617802092787695,11.49131244320179,190.9999237060547,timeout,143.4195556640625,0.0003754440129640641
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-09T15:00:00+00:00,2024-07-09T16:01:00+00:00,BTCUSDT,long,0.027247990390027607,17.91668988862931,183.49977111816406,timeout,64.45342254638672,0.0001756226238148334
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-09T15:00:00+00:00,2024-07-09T16:01:00+00:00,ETHUSDT,long,0.024685522876484168,17.00101061494954,202.54786682128906,timeout,69.14197540283203,0.00017068058155319157
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-09T15:00:00+00:00,2024-07-09T16:01:00+00:00,SOLUSDT,long,0.021393337745883343,17.165722155470274,233.71762084960938,timeout,112.3611831665039,0.000240378074100808
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-16T06:00:00+00:00,2024-07-16T07:01:00+00:00,ETHUSDT,long,0.07349443285502591,1.8178747098573707,136.06472778320312,timeout,-63.801509857177734,-0.00046890557822476227
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-29T15:00:00+00:00,2024-07-29T16:01:00+00:00,BTCUSDT,long,0.06842019159866947,0.6109299916698098,146.1556854248047,timeout,-31.698949813842773,-0.00021688482197397305
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-30T14:00:00+00:00,2024-07-30T15:01:00+00:00,SOLUSDT,long,0.07077752899852648,0.46122366198720416,141.28778076171875,timeout,41.257450103759766,0.0002920100371124116
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-31T21:00:00+00:00,2024-07-31T22:01:00+00:00,BTCUSDT,long,0.039360630000708705,4.252566390976278,127.03048706054688,timeout,41.00835418701172,0.00016141146560929816
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-31T21:00:00+00:00,2024-07-31T22:01:00+00:00,ETHUSDT,long,0.03411184997448482,4.578187173442558,146.57662963867188,timeout,28.177953720092773,9.612021298877811e-05
55,baseline_71,policy_development,pooled_nine_consensus,2024-07-31T21:00:00+00:00,2024-07-31T22:01:00+00:00,SOLUSDT,long,0.027907187480465053,3.9739593060412464,179.16531372070312,timeout,-15.711832046508789,-4.384730425834997e-05
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-01T05:00:00+00:00,2024-08-01T06:01:00+00:00,ETHUSDT,long,0.05742154684198432,7.632128202229136,130.6129913330078,timeout,130.36666870117188,0.0007485855773457792
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-01T05:00:00+00:00,2024-08-01T06:01:00+00:00,SOLUSDT,long,0.05169014099318854,3.9398273730453726,145.09536743164062,timeout,137.56564331054688,0.0007110787498540853
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-03T01:00:00+00:00,2024-08-03T01:11:00+00:00,ETHUSDT,long,0.0758038602875263,5.9430693430763695,131.91940307617188,stop_loss,-147.91940307617188,-0.001121286176460042
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-03T19:00:00+00:00,2024-08-03T20:01:00+00:00,BTCUSDT,long,0.06597144230589197,0.31342828017823504,113.68555450439453,timeout,1.1324214935302734,7.470747922638445e-06
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-03T19:00:00+00:00,2024-08-03T20:01:00+00:00,SOLUSDT,long,0.0365060300828642,3.715710379200789,205.4455108642578,timeout,-80.81631469726562,-0.00029502828155245997
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-04T17:00:00+00:00,2024-08-04T18:01:00+00:00,SOLUSDT,long,0.0404569431969356,2.9315869232143057,247.17636108398438,timeout,95.91593170166016,0.000388046540053522
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-07T14:00:00+00:00,2024-08-07T14:34:00+00:00,BTCUSDT,long,0.05798798264182971,0.24303880993652605,129.33714294433594,stop_loss,-145.33714294433594,-0.0008427807722269275
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-07T14:00:00+00:00,2024-08-07T14:34:00+00:00,ETHUSDT,long,0.034332907664511504,1.518659174217628,218.44931030273438,stop_loss,-234.44931030273438,-0.0008049326522632185
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-09T01:00:00+00:00,2024-08-09T02:01:00+00:00,BTCUSDT,long,0.04758302815847088,1.055600199176144,105.07948303222656,timeout,32.250648498535156,0.0001534583515634745
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-09T01:00:00+00:00,2024-08-09T02:01:00+00:00,ETHUSDT,long,0.024455114699771824,10.259360062417876,204.45620727539062,timeout,7.691781044006348,1.881033876767059e-05
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-09T01:00:00+00:00,2024-08-09T02:01:00+00:00,SOLUSDT,long,0.025937518032503742,9.058757740290508,192.7709503173828,timeout,-72.53157043457031,-0.0001881288916072483
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-11T15:00:00+00:00,2024-08-11T16:01:00+00:00,ETHUSDT,long,0.07668832263016981,2.8132521869355362,130.39794921875,timeout,-22.54509162902832,-0.00017289452605736644
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-11T21:00:00+00:00,2024-08-11T22:01:00+00:00,ETHUSDT,long,0.05762535797124553,3.996108007559991,173.5347137451172,timeout,84.86929321289062,0.0004890623402159421
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-12T14:00:00+00:00,2024-08-12T15:01:00+00:00,ETHUSDT,long,0.04471611449061116,9.193482940061504,223.63302612304688,timeout,344.5494384765625,0.0015406912138593754
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-15T18:00:00+00:00,2024-08-15T18:03:00+00:00,ETHUSDT,long,0.05177103996361534,2.9351943774547156,144.86863708496094,stop_loss,-160.86863708496094,-0.0008328336639417845
55,baseline_71,policy_development,pooled_nine_consensus,2024-08-15T18:00:00+00:00,2024-08-15T18:04:00+00:00,SOLUSDT,long,0.053951587143909324,2.055505833162664,139.01351928710938,stop_loss,-155.01351928710938,-0.0008363225394302549
