signal,horizon_seconds,regime,band,support_rows,metrics_reported,weighted_roc_auc,spearman_information_coefficient,mean_signal_aligned_gross_midquote_return_bps,mean_delayed_net_return_bps
ofi_60s_mean,5,relative_l1_depth,less_than_0_75,9199,True,0.5209455295943213,-0.005785308419430065,-0.048652865422224065,-12.08785115670408
ofi_60s_mean,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5509925453850688,0.04776355393789393,0.039063610413115,-11.994932601737633
ofi_60s_mean,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5584886650208842,0.03607094022548027,0.005882189522628284,-12.030794569708888
ofi_300s_mean,5,relative_spread,less_than_0_8,517,True,0.46680676295820234,-0.07497665603903533,-0.41911407406846857,-12.466341388499902
ofi_300s_mean,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5376243414989029,0.03343248878413881,0.021235489454483395,-12.013151535028951
ofi_300s_mean,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.5143651689705985,0.0026316487171432782,0.042072343377413765,-12.040984306862756
ofi_300s_mean,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5526918716538584,0.04457766257450819,0.02062154796968693,-12.01337320641111
ofi_300s_mean,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5282230880969548,0.026583409249047275,0.017035973063277216,-12.018417721779636
ofi_300s_mean,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.5125888840516615,0.005616634523129973,-0.004091896256065954,-12.046666879797627
ofi_300s_mean,5,relative_l1_depth,less_than_0_75,9199,True,0.5278208093795539,0.010533005598951118,-0.01424906144017578,-12.053430781069784
ofi_300s_mean,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5374842757436216,0.04169847669354675,0.02492530993995577,-12.009009874359943
ofi_300s_mean,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5435671128751981,0.036007112317635065,0.03322263939731832,-12.003358764706121
trade_imbalance,5,relative_spread,less_than_0_8,517,True,0.4566420300149962,-0.0838035612435601,-0.6289506067270841,-12.674352248435232
trade_imbalance,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5393367059684284,0.043119754515907216,0.03477777760397509,-11.999632222372862
trade_imbalance,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4367233241026275,-0.10178633160033076,-0.30232128685051207,-12.385177915706533
trade_imbalance,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5515279458463271,0.06232239221581381,0.05083929840631302,-11.983030169027268
trade_imbalance,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5283966448576826,0.024437993809341658,-0.0013652874560893496,-12.036851317390552
trade_imbalance,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.5130850396746384,0.0007220926598364582,-0.033297943224100755,-12.076031861679184
trade_imbalance,5,relative_l1_depth,less_than_0_75,9199,True,0.5079933447265625,-0.007003917954634778,-0.06529937573585744,-12.10434181226951
trade_imbalance,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5359485498504191,0.0364027989571797,0.017573872450411136,-12.016385898242541
trade_imbalance,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5663062485113853,0.08129490214808696,0.10603847854746429,-11.93062906616999
trade_imbalance_10s_mean,5,relative_spread,less_than_0_8,517,True,0.4194389946893076,-0.12793607347482536,-0.4969822264900848,-12.544054126051035
trade_imbalance_10s_mean,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5400596760670052,0.03305265555241269,0.0286479986711863,-12.005696314807095
trade_imbalance_10s_mean,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.46937811629940435,-0.06796320710373263,-0.1885844235533484,-12.271379480269779
trade_imbalance_10s_mean,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5571699391572544,0.06319382727774109,0.05197266544885286,-11.98193128780685
trade_imbalance_10s_mean,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5308701098065758,0.015624156081461582,0.008104981650338381,-12.027493984973649
trade_imbalance_10s_mean,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.4973996153466848,-0.03134900888170848,-0.05634728594862778,-12.098463139273175
trade_imbalance_10s_mean,5,relative_l1_depth,less_than_0_75,9199,True,0.5134164312755835,-0.007479394423948304,-0.017830624470049482,-12.056900878915835
trade_imbalance_10s_mean,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5400603895346886,0.028867175200459085,0.017686061756262975,-12.016229398758068
trade_imbalance_10s_mean,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5578501957868801,0.06214036334362452,0.04345278955797826,-11.993057626280551
trade_imbalance_60s_mean,5,relative_spread,less_than_0_8,517,True,0.46801040715308556,-0.060782722255973566,-0.16861818891141436,-12.21751864922977
trade_imbalance_60s_mean,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5189555677427129,0.007464670994438136,0.020900017261875577,-12.013461049190546
trade_imbalance_60s_mean,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4676808272809487,-0.07489904970337463,-0.24556475908053343,-12.326910666756767
trade_imbalance_60s_mean,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5347655733237872,0.03714959303446477,0.06355726924863322,-11.970387032947007
trade_imbalance_60s_mean,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5131762583891109,-0.0024108148440186274,0.0023018392557212866,-12.03338195861207
trade_imbalance_60s_mean,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.4850168993597986,-0.05179964680570166,-0.08503687750417703,-12.12678891747164
trade_imbalance_60s_mean,5,relative_l1_depth,less_than_0_75,9199,True,0.5048331760504742,-0.02081206742929593,-0.019820168956476283,-12.058820209232445
trade_imbalance_60s_mean,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5224853701489216,0.015598483511633069,0.03859188352245286,-11.99532393912776
trade_imbalance_60s_mean,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5209786134979674,0.010245512438154128,-0.008324959073710283,-12.044888289537987
trade_imbalance_300s_mean,5,relative_spread,less_than_0_8,517,True,0.452749213543957,-0.11488450860790539,-0.7013568895012571,-12.7481249130954
trade_imbalance_300s_mean,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5118561298638659,0.011475656381642427,0.012800663675411538,-12.021566176771042
trade_imbalance_300s_mean,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4805101977767667,-0.02631923573890854,0.010149824838401688,-12.0731555255444
trade_imbalance_300s_mean,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5124140376330533,0.005071663019738178,-0.02510776139681221,-12.05903895925193
trade_imbalance_300s_mean,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.514897888743205,0.018072529619831558,0.022605652284100552,-12.012886805040004
trade_imbalance_300s_mean,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.4927635876402468,-0.012288015221669982,-6.414255749126717e-06,-12.042552354054488
trade_imbalance_300s_mean,5,relative_l1_depth,less_than_0_75,9199,True,0.5101359145998103,-0.004484321595129097,-0.008436216101277478,-12.047536097950896
trade_imbalance_300s_mean,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5093259302371451,0.00936722389102007,0.0042509317294715035,-12.029650701550924
trade_imbalance_300s_mean,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5105468065528447,0.019629897203305508,0.006513041216139502,-12.030170165472322
signed_pressure_to_opposing_depth_10s,5,relative_spread,less_than_0_8,517,True,0.4669462954819651,-0.04792255910408985,-0.21130874355274193,-12.25890665657343
signed_pressure_to_opposing_depth_10s,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5518931232215486,0.057150825925883594,0.03148651589286421,-12.002898999083909
signed_pressure_to_opposing_depth_10s,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4690097306244114,-0.07296350709173485,-0.2467895682728469,-12.3285180558848
signed_pressure_to_opposing_depth_10s,5,relative_short_term_volatility,less_than_0_75,10647,True,0.578559064798412,0.10234571371526367,0.0950587676181641,-11.938830157018534
signed_pressure_to_opposing_depth_10s,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.54198908710211,0.03722494891987293,-0.010921561056803862,-12.046591169710096
signed_pressure_to_opposing_depth_10s,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.49157368597095336,-0.03589651321298918,-0.06634792221992157,-12.108380720336466
signed_pressure_to_opposing_depth_10s,5,relative_l1_depth,less_than_0_75,9199,True,0.5113050906434391,-0.003816147643823652,-0.0201175675398294,-12.059204669604153
signed_pressure_to_opposing_depth_10s,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5563567946745516,0.06097399795896947,0.025622901903600157,-12.008274508851715
signed_pressure_to_opposing_depth_10s,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5777614414194094,0.0902245986882304,0.05537477601319579,-11.981192062021577
signed_pressure_to_opposing_depth_60s,5,relative_spread,less_than_0_8,517,True,0.4924060481006664,-0.0016235735148723526,0.006547727362546031,-12.041133949130112
signed_pressure_to_opposing_depth_60s,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5350495033210954,0.04265507554895887,0.022006253113785464,-12.012387021973812
signed_pressure_to_opposing_depth_60s,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.45121113226871273,-0.08185544377454856,-0.264850010968632,-12.34653851362506
signed_pressure_to_opposing_depth_60s,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5507879978808283,0.07945317537506481,0.08455965747122328,-11.949341455561255
signed_pressure_to_opposing_depth_60s,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5288644058603758,0.029928986786791234,-0.0025342180205409934,-12.03822154151828
signed_pressure_to_opposing_depth_60s,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.4858754134610661,-0.04829548425398928,-0.0975937680399656,-12.139561193542303
signed_pressure_to_opposing_depth_60s,5,relative_l1_depth,less_than_0_75,9199,True,0.5005665867477788,-0.016021411124488086,-0.03702188501517979,-12.076036612033322
signed_pressure_to_opposing_depth_60s,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5369022611429153,0.04963648263567764,0.025762756741283675,-12.00821972451387
signed_pressure_to_opposing_depth_60s,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5622900611775932,0.08266652218353329,0.05278681275266357,-11.9837239665643
signed_pressure_to_opposing_depth_300s,5,relative_spread,less_than_0_8,517,True,0.4617286247448951,-0.0555929073169919,-0.24900538297468294,-12.294973038244045
signed_pressure_to_opposing_depth_300s,5,relative_spread,0_8_to_less_than_1_25,27319,True,0.5143990820338014,0.016470989726211794,-0.014226261224273411,-12.048578356128505
signed_pressure_to_opposing_depth_300s,5,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4705988911918844,-0.04116267906206419,-0.1356899152077037,-12.216470497769345
signed_pressure_to_opposing_depth_300s,5,relative_short_term_volatility,less_than_0_75,10647,True,0.5032081226119324,-0.0025841550751489356,-0.05402711663718747,-12.08787156285698
signed_pressure_to_opposing_depth_300s,5,relative_short_term_volatility,0_75_to_less_than_1_5,12848,True,0.5229267743235202,0.032975543697161755,0.02468719070160977,-12.010886841327029
signed_pressure_to_opposing_depth_300s,5,relative_short_term_volatility,greater_than_or_equal_to_1_5,5347,True,0.49385927587082273,-0.03137818715821661,-0.07156619531539482,-12.113402512733117
signed_pressure_to_opposing_depth_300s,5,relative_l1_depth,less_than_0_75,9199,True,0.4890712502878432,-0.031532700610480184,-0.04802558860995046,-12.086939978375689
signed_pressure_to_opposing_depth_300s,5,relative_l1_depth,0_75_to_less_than_1_25,12837,True,0.5119639033190435,0.01817617881860793,-0.01942107028170734,-12.053256222073406
signed_pressure_to_opposing_depth_300s,5,relative_l1_depth,greater_than_or_equal_to_1_25,6806,True,0.5378652997971465,0.051863025774507306,0.00734490936322522,-12.029173724365496
l1_imbalance,15,relative_spread,less_than_0_8,517,True,0.5006443703927252,-0.04804599680387401,-0.5390039622357526,-12.586166300647418
l1_imbalance,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5532624541411167,0.08249320263483108,0.18412426795419656,-11.849853195881076
l1_imbalance,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.5157325264907023,0.01809814792542295,0.25274463646522094,-11.852086577583732
l1_imbalance,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5621223967090623,0.09112459519003324,0.15470120261619147,-11.879113015600371
l1_imbalance,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.543377731492938,0.06989195934053143,0.1681306178441738,-11.86689171175656
l1_imbalance,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5475357526046625,0.0698538959064634,0.2284679417295575,-11.817309902604237
l1_imbalance,15,relative_l1_depth,less_than_0_75,9198,True,0.5270794672213471,0.04293521439439896,0.113015402556389,-11.926069444657976
l1_imbalance,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5535713977382349,0.08191268598013371,0.15976413625080924,-11.8747174451894
l1_imbalance,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5733934487647045,0.10882804552052334,0.28452442699655234,-11.752554300387377
microprice_offset_bps,15,relative_spread,less_than_0_8,517,True,0.5009200216712413,-0.0324383067736259,-0.32844813217476687,-12.375870578981022
microprice_offset_bps,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5525704280898177,0.08190520159691875,0.1812549938302273,-11.852707270905562
microprice_offset_bps,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.5136571525711061,0.026211441419319043,0.144910196424455,-11.9577553456759
microprice_offset_bps,15,relative_short_term_volatility,less_than_0_75,10645,True,0.561349888810781,0.08978930512085255,0.1653412729812973,-11.86847214713231
microprice_offset_bps,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.5416181840648159,0.067959369605489,0.17078958656929966,-11.864170051635778
microprice_offset_bps,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5474647638826425,0.07252066708817939,0.1855555300290319,-11.859968712532357
microprice_offset_bps,15,relative_l1_depth,less_than_0_75,9198,True,0.5257003702140637,0.044347600969639675,0.1003335375425972,-11.93863139694705
microprice_offset_bps,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5526449728360922,0.07963901425994332,0.16395678690287843,-11.870436488355956
microprice_offset_bps,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5724553929458877,0.10842150926295228,0.2818589787878661,-11.755232580862689
normalized_ofi,15,relative_spread,less_than_0_8,517,True,0.5350294530513082,0.05631173385881698,-0.1571479117245618,-12.201934762663308
normalized_ofi,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5325956215834209,0.05838560656479997,0.14016336159097192,-11.893813557951882
normalized_ofi,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4629890726599424,-0.0678233400870971,-0.6069259021324857,-12.70344033930603
normalized_ofi,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5415236479405354,0.06788463465086453,0.14219434314764848,-11.891599707730519
normalized_ofi,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.5266835638014039,0.052228888358245885,0.139645545475529,-11.895228726729892
normalized_ofi,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5108388865157997,0.012710667783860131,-0.02399088378128209,-12.068373661397723
normalized_ofi,15,relative_l1_depth,less_than_0_75,9198,True,0.5112503230541077,0.017714134608623942,0.03949419625496859,-11.999094577704977
normalized_ofi,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5328991249226753,0.05758321921114201,0.09778708958344833,-11.93636220476139
normalized_ofi,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5452349071515381,0.07958883731232515,0.22982479081931853,-11.80714149859065
ofi_10s_mean,15,relative_spread,less_than_0_8,517,True,0.4902664454251106,-0.08881382258601558,-0.6838806704703568,-12.730620034540213
ofi_10s_mean,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5284644669778107,0.035593897805803534,0.079354743129057,-11.954614702023644
ofi_10s_mean,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.44804122411806513,-0.13458786224446095,-0.6026112656052538,-12.699118019913172
ofi_10s_mean,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5342044576115579,0.04281345626626946,0.12241741605718136,-11.911366505318291
ofi_10s_mean,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.518738295025832,0.022575481861837166,0.04038761273188621,-11.994403227993885
ofi_10s_mean,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5173132272236168,-0.015433603781118719,-0.1058019812347758,-12.150569873869177
ofi_10s_mean,15,relative_l1_depth,less_than_0_75,9198,True,0.502809465050958,-0.006490019617771063,-0.012311416883883776,-12.050935461625736
ofi_10s_mean,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5251981402358638,0.024163691492087937,0.02297703689400476,-12.01121038687689
ofi_10s_mean,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5504322618801867,0.0662414040419249,0.15883102826198656,-11.878159652379338
ofi_60s_mean,15,relative_spread,less_than_0_8,517,True,0.4505907357890284,-0.06587015364773913,-0.32353632895852663,-12.368370387302589
ofi_60s_mean,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5216375336533199,0.009689134145389699,-0.02050614750907986,-12.054362210670712
ofi_60s_mean,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.47196335819014085,-0.13626238377145602,-0.9750575516865804,-13.074426927600243
ofi_60s_mean,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5384816387896781,0.04114436980560686,0.037401852593907714,-11.996448182293468
ofi_60s_mean,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.507874629205161,-0.014645671034821983,-0.06349345851194567,-12.098098833017275
ofi_60s_mean,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.4969296519648529,-0.047925163999251855,-0.23464271176470228,-12.279646349046924
ofi_60s_mean,15,relative_l1_depth,less_than_0_75,9198,True,0.5062531380110996,-0.017980394833002174,-0.08887539063120493,-12.127374552376647
ofi_60s_mean,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5212243361302009,0.003432312988294711,-0.04996627470841957,-12.084224447594186
ofi_60s_mean,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5307749254262268,0.0224802882737828,-0.030727590120005917,-12.067697632215427
ofi_300s_mean,15,relative_spread,less_than_0_8,517,True,0.43525246763224984,-0.049799209841748716,0.04809130338000526,-11.996047013066708
ofi_300s_mean,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.5219050581381229,0.022018772407068846,0.018197373869412264,-12.015758178696238
ofi_300s_mean,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.4927517089984675,-0.0715812623523022,-0.3113773187608778,-12.408902761237096
ofi_300s_mean,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5228520530932705,0.020250664128428072,-0.010856320336668506,-12.044685042613535
ofi_300s_mean,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.5212277475411123,0.019110090067728257,0.03263865506746942,-12.002062074793987
ofi_300s_mean,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5073143724706968,0.00017660826627705406,-0.015483758502156506,-12.060388871511233
ofi_300s_mean,15,relative_l1_depth,less_than_0_75,9198,True,0.5125897166026097,-0.005556481573993875,-0.04174478052021842,-12.080445741923414
ofi_300s_mean,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.525866556038194,0.023139019580099777,0.006397917175176722,-12.02777616932392
ofi_300s_mean,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.5171235980277875,0.03469982173649869,0.07664361395137219,-11.96026995736086
trade_imbalance,15,relative_spread,less_than_0_8,517,True,0.521312108538677,0.005433414188234074,-0.1676521625881694,-12.211910627918899
trade_imbalance,15,relative_spread,0_8_to_less_than_1_25,27311,True,0.520347562196281,0.025426913319548872,0.05521236554400876,-11.978770351779447
trade_imbalance,15,relative_spread,greater_than_or_equal_to_1_25,1006,True,0.42505899067942066,-0.11625605664803201,-0.6076008702173008,-12.704492991961347
trade_imbalance,15,relative_short_term_volatility,less_than_0_75,10645,True,0.5239003212925584,0.03747848094088488,0.0702380791348056,-11.963568504881867
trade_imbalance,15,relative_short_term_volatility,0_75_to_less_than_1_5,12843,True,0.5148825955468956,0.016775687674761695,0.03839223332732152,-11.996373991937128
trade_imbalance,15,relative_short_term_volatility,greater_than_or_equal_to_1_5,5346,True,0.5107338412248861,-0.009300011387138553,-0.07548166686090771,-12.120311173503833
trade_imbalance,15,relative_l1_depth,less_than_0_75,9198,True,0.4987086487234604,-0.00967357888691795,-0.06227986333006596,-12.100955110088089
trade_imbalance,15,relative_l1_depth,0_75_to_less_than_1_25,12832,True,0.5191424281790453,0.020615038910051883,0.023825068705806363,-12.010365401940595
trade_imbalance,15,relative_l1_depth,greater_than_or_equal_to_1_25,6804,True,0.538275197876634,0.05508719303854744,0.1626555409619885,-11.87428584501393
