record_type,symbol,horizon_seconds,feature_layer,head,metric,model_value,baseline_value,relative_improvement,q_value,passed,evaluation_report_sha256
spot_perpetual_vs_perpetual_only,SOLUSDT,30,spot_perpetual,binary_direction,brier_score,0.25004759326616116,0.2500305410086633,-6.820069831902221e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,30,spot_perpetual,continuous_return_bps,mean_squared_error,114.2897948551802,114.28763205766127,-1.8924160733713303e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,30,spot_perpetual,continuous_return_bps,mean_absolute_error,6.710881377791787,6.710915756449,5.122796718229548e-06,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,60,spot_perpetual,binary_direction,log_loss,0.6931639592418269,0.6933127221963752,0.00021456833227720122,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,60,spot_perpetual,binary_direction,brier_score,0.2500083985584732,0.25008252767394046,0.00029641861091523697,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,60,spot_perpetual,continuous_return_bps,mean_squared_error,231.24165632410197,231.23600474512943,-2.4440739575835774e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,60,spot_perpetual,continuous_return_bps,mean_absolute_error,9.563598779614958,9.563943327261228,3.602568882729405e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,300,spot_perpetual,binary_direction,log_loss,0.6932918524607117,0.6932232900028282,-9.89038580673882e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,300,spot_perpetual,binary_direction,brier_score,0.2500713269481789,0.2500374904789287,-0.0001353255833170948,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,300,spot_perpetual,continuous_return_bps,mean_squared_error,1187.5634449868307,1187.5146570947754,-4.108403358546672e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
spot_perpetual_vs_perpetual_only,SOLUSDT,300,spot_perpetual,continuous_return_bps,mean_absolute_error,21.56248085626529,21.56321122535433,3.387107242089374e-05,0.9695030496950304,False,65900fa58299d56fffa04206dcff83a343e9b005ca71f654efe4e939508d3e3d
