variant,feature_set,weighting,rank,feature,normalized_gain
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,89,microprice_delta_5s_bps,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,90,microprice_delta_15s_bps,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,91,microprice_delta_30s_bps,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,92,volatility_10s_vs_300s,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,93,ofi_trade_flow_agreement,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,94,quote_trade_log_intensity_gap,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,95,intrasecond_close_location,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,96,volume_vs_900s_mean,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,97,log_ask_l1_depth_quote,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,98,l1_depth_vs_60s_mean,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,99,l1_depth_vs_300s_mean,0.0
noncycle_utility_margin,full_without_deterministic_cycles,utility_margin,100,signed_pressure_to_opposing_depth_10s,0.0
compact_uniqueness,compact_observed_microstructure,uniqueness,1,ofi_300s_mean,0.15018007735105884
compact_uniqueness,compact_observed_microstructure,uniqueness,2,realized_volatility_900s_bps,0.13072352081081762
compact_uniqueness,compact_observed_microstructure,uniqueness,3,realized_volatility_300s_bps,0.09619524745173942
compact_uniqueness,compact_observed_microstructure,uniqueness,4,imbalance_300s_mean,0.0750711816832055
compact_uniqueness,compact_observed_microstructure,uniqueness,5,return_900s_bps,0.06368102605676926
compact_uniqueness,compact_observed_microstructure,uniqueness,6,realized_volatility_120s_bps,0.053205022511202515
compact_uniqueness,compact_observed_microstructure,uniqueness,7,signed_flow_300s,0.051465536592160195
compact_uniqueness,compact_observed_microstructure,uniqueness,8,trade_imbalance_300s_mean,0.03367588480475042
compact_uniqueness,compact_observed_microstructure,uniqueness,9,spread_vs_900s_mean,0.03313953397538691
compact_uniqueness,compact_observed_microstructure,uniqueness,10,return_300s_bps,0.02957307203464373
compact_uniqueness,compact_observed_microstructure,uniqueness,11,realized_volatility_60s_bps,0.026700354229151905
compact_uniqueness,compact_observed_microstructure,uniqueness,12,return_120s_bps,0.0254832772223947
compact_uniqueness,compact_observed_microstructure,uniqueness,13,spread_bps,0.021561927788982457
compact_uniqueness,compact_observed_microstructure,uniqueness,14,return_15s_bps,0.01851980060369783
compact_uniqueness,compact_observed_microstructure,uniqueness,15,spread_vs_300s_mean,0.016456986918574064
compact_uniqueness,compact_observed_microstructure,uniqueness,16,imbalance_60s_mean,0.0130917219171001
compact_uniqueness,compact_observed_microstructure,uniqueness,17,close_l1_imbalance,0.010450963859055248
compact_uniqueness,compact_observed_microstructure,uniqueness,18,return_60s_bps,0.010413793131480916
compact_uniqueness,compact_observed_microstructure,uniqueness,19,trade_imbalance_60s_mean,0.009528831561595666
compact_uniqueness,compact_observed_microstructure,uniqueness,20,signed_pressure_to_opposing_depth_300s,0.009109114608229238
compact_uniqueness,compact_observed_microstructure,uniqueness,21,realized_volatility_30s_bps,0.009081332712383245
compact_uniqueness,compact_observed_microstructure,uniqueness,22,max_spread_bps,0.008970519254120055
compact_uniqueness,compact_observed_microstructure,uniqueness,23,log_ask_l1_depth_quote,0.008288034039092802
compact_uniqueness,compact_observed_microstructure,uniqueness,24,ofi_60s_mean,0.008276418583131362
compact_uniqueness,compact_observed_microstructure,uniqueness,25,return_5s_bps,0.007539569424335148
compact_uniqueness,compact_observed_microstructure,uniqueness,26,return_30s_bps,0.007522113233662011
compact_uniqueness,compact_observed_microstructure,uniqueness,27,signed_flow_60s,0.007474434053185979
compact_uniqueness,compact_observed_microstructure,uniqueness,28,log_bid_l1_depth_quote,0.0067260857524098295
compact_uniqueness,compact_observed_microstructure,uniqueness,29,quote_intensity_vs_300s_mean,0.004549719609140442
compact_uniqueness,compact_observed_microstructure,uniqueness,30,spread_vs_60s_mean,0.0040632223258186715
compact_uniqueness,compact_observed_microstructure,uniqueness,31,normalized_ofi,0.0035299519973203196
compact_uniqueness,compact_observed_microstructure,uniqueness,32,log_quote_updates,0.003164010444898644
compact_uniqueness,compact_observed_microstructure,uniqueness,33,l1_depth_vs_60s_mean,0.003053664535027231
compact_uniqueness,compact_observed_microstructure,uniqueness,34,signed_pressure_to_opposing_depth_60s,0.002931026538373336
compact_uniqueness,compact_observed_microstructure,uniqueness,35,trade_imbalance_delta_60s,0.0027148013398136483
compact_uniqueness,compact_observed_microstructure,uniqueness,36,log_base_volume,0.002350252555860653
compact_uniqueness,compact_observed_microstructure,uniqueness,37,ofi_trade_flow_agreement,0.0021706896350735826
compact_uniqueness,compact_observed_microstructure,uniqueness,38,ofi_10s_mean,0.002097815720985143
compact_uniqueness,compact_observed_microstructure,uniqueness,39,trade_imbalance_delta_5s,0.0020971747093508505
compact_uniqueness,compact_observed_microstructure,uniqueness,40,ofi_delta_60s,0.001988696089256581
compact_uniqueness,compact_observed_microstructure,uniqueness,41,microprice_delta_5s_bps,0.0019862750352711987
compact_uniqueness,compact_observed_microstructure,uniqueness,42,log_trade_count,0.0019344305973400778
compact_uniqueness,compact_observed_microstructure,uniqueness,43,trade_close_vs_mid_bps,0.001789904194920191
compact_uniqueness,compact_observed_microstructure,uniqueness,44,l1_depth_vs_300s_mean,0.0016738347430971274
compact_uniqueness,compact_observed_microstructure,uniqueness,45,l1_imbalance_delta_30s,0.0016088445232383375
compact_uniqueness,compact_observed_microstructure,uniqueness,46,trade_imbalance_10s_mean,0.0015854396895797881
compact_uniqueness,compact_observed_microstructure,uniqueness,47,volume_vs_300s_mean,0.0014050771376317062
compact_uniqueness,compact_observed_microstructure,uniqueness,48,microprice_delta_15s_bps,0.0012365886604386288
compact_uniqueness,compact_observed_microstructure,uniqueness,49,microprice_offset_bps,0.0012350249695436502
compact_uniqueness,compact_observed_microstructure,uniqueness,50,return_1s_bps,0.0008461855240585132
compact_uniqueness,compact_observed_microstructure,uniqueness,51,quote_intensity_vs_60s_mean,0.0008420465153363774
compact_uniqueness,compact_observed_microstructure,uniqueness,52,volume_vs_60s_mean,0.000839977622299512
compact_uniqueness,compact_observed_microstructure,uniqueness,53,signed_pressure_to_opposing_depth_10s,0.0007825730761215562
compact_uniqueness,compact_observed_microstructure,uniqueness,54,imbalance_10s_mean,0.0007794401159982494
compact_uniqueness,compact_observed_microstructure,uniqueness,55,microprice_delta_60s_bps,0.0007756352723684137
compact_uniqueness,compact_observed_microstructure,uniqueness,56,trade_imbalance,0.0007622519718841149
compact_uniqueness,compact_observed_microstructure,uniqueness,57,signed_flow_10s,0.0006915114073281626
compact_uniqueness,compact_observed_microstructure,uniqueness,58,ofi_delta_30s,0.0005115338559006117
compact_uniqueness,compact_observed_microstructure,uniqueness,59,l1_imbalance_delta_60s,0.00045232767998565804
compact_uniqueness,compact_observed_microstructure,uniqueness,60,l1_imbalance_delta_5s,0.0004114266139186951
compact_uniqueness,compact_observed_microstructure,uniqueness,61,l1_imbalance,0.00036174513653612986
compact_uniqueness,compact_observed_microstructure,uniqueness,62,ofi_delta_5s,0.00035665143044819145
compact_uniqueness,compact_observed_microstructure,uniqueness,63,realized_volatility_10s_bps,0.0003148665615190579
compact_uniqueness,compact_observed_microstructure,uniqueness,64,l1_imbalance_delta_15s,0.0
compact_uniqueness,compact_observed_microstructure,uniqueness,65,microprice_delta_30s_bps,0.0
compact_uniqueness,compact_observed_microstructure,uniqueness,66,ofi_delta_15s,0.0
compact_uniqueness,compact_observed_microstructure,uniqueness,67,trade_imbalance_delta_15s,0.0
compact_uniqueness,compact_observed_microstructure,uniqueness,68,trade_imbalance_delta_30s,0.0
compact_utility_margin,compact_observed_microstructure,utility_margin,1,return_900s_bps,0.16496249920987718
compact_utility_margin,compact_observed_microstructure,utility_margin,2,realized_volatility_120s_bps,0.0877605739263358
compact_utility_margin,compact_observed_microstructure,utility_margin,3,realized_volatility_900s_bps,0.08456563692110725
compact_utility_margin,compact_observed_microstructure,utility_margin,4,realized_volatility_300s_bps,0.08400682815787107
compact_utility_margin,compact_observed_microstructure,utility_margin,5,ofi_300s_mean,0.07714503894302548
compact_utility_margin,compact_observed_microstructure,utility_margin,6,imbalance_300s_mean,0.06627262195289489
compact_utility_margin,compact_observed_microstructure,utility_margin,7,signed_flow_300s,0.06374502736736812
compact_utility_margin,compact_observed_microstructure,utility_margin,8,spread_vs_900s_mean,0.05390023687856262
compact_utility_margin,compact_observed_microstructure,utility_margin,9,spread_bps,0.037299969809747466
compact_utility_margin,compact_observed_microstructure,utility_margin,10,realized_volatility_60s_bps,0.032698090237163566
compact_utility_margin,compact_observed_microstructure,utility_margin,11,imbalance_60s_mean,0.02800707985211705
compact_utility_margin,compact_observed_microstructure,utility_margin,12,trade_imbalance_300s_mean,0.02786354603698689
compact_utility_margin,compact_observed_microstructure,utility_margin,13,return_120s_bps,0.022905968863196204
compact_utility_margin,compact_observed_microstructure,utility_margin,14,return_300s_bps,0.017581638932380284
compact_utility_margin,compact_observed_microstructure,utility_margin,15,realized_volatility_30s_bps,0.01739925319101263
compact_utility_margin,compact_observed_microstructure,utility_margin,16,max_spread_bps,0.014413659439737192
compact_utility_margin,compact_observed_microstructure,utility_margin,17,spread_vs_300s_mean,0.013130286317694863
compact_utility_margin,compact_observed_microstructure,utility_margin,18,quote_intensity_vs_300s_mean,0.006894612233264465
compact_utility_margin,compact_observed_microstructure,utility_margin,19,ofi_60s_mean,0.006681698896292144
compact_utility_margin,compact_observed_microstructure,utility_margin,20,return_5s_bps,0.0066201224841134715
compact_utility_margin,compact_observed_microstructure,utility_margin,21,signed_pressure_to_opposing_depth_300s,0.006038952904771428
compact_utility_margin,compact_observed_microstructure,utility_margin,22,ofi_10s_mean,0.004976260399779305
compact_utility_margin,compact_observed_microstructure,utility_margin,23,return_30s_bps,0.004489932714778352
compact_utility_margin,compact_observed_microstructure,utility_margin,24,trade_imbalance_60s_mean,0.004282884938663121
compact_utility_margin,compact_observed_microstructure,utility_margin,25,return_15s_bps,0.004238610575596243
compact_utility_margin,compact_observed_microstructure,utility_margin,26,return_60s_bps,0.004199815488819094
compact_utility_margin,compact_observed_microstructure,utility_margin,27,log_ask_l1_depth_quote,0.0033568060124074426
compact_utility_margin,compact_observed_microstructure,utility_margin,28,signed_flow_60s,0.003346318700955622
compact_utility_margin,compact_observed_microstructure,utility_margin,29,signed_pressure_to_opposing_depth_60s,0.003345932884089532
compact_utility_margin,compact_observed_microstructure,utility_margin,30,log_quote_updates,0.003199444581689481
compact_utility_margin,compact_observed_microstructure,utility_margin,31,log_bid_l1_depth_quote,0.003189647633996051
compact_utility_margin,compact_observed_microstructure,utility_margin,32,trade_imbalance_delta_15s,0.0031328492396602886
compact_utility_margin,compact_observed_microstructure,utility_margin,33,signed_pressure_to_opposing_depth_10s,0.0027059714850593726
compact_utility_margin,compact_observed_microstructure,utility_margin,34,log_base_volume,0.0025300457620348123
compact_utility_margin,compact_observed_microstructure,utility_margin,35,close_l1_imbalance,0.0023955648460702705
compact_utility_margin,compact_observed_microstructure,utility_margin,36,return_1s_bps,0.00204101593752619
compact_utility_margin,compact_observed_microstructure,utility_margin,37,volume_vs_300s_mean,0.001990206467135694
compact_utility_margin,compact_observed_microstructure,utility_margin,38,quote_intensity_vs_60s_mean,0.001836375612435471
compact_utility_margin,compact_observed_microstructure,utility_margin,39,realized_volatility_10s_bps,0.0017355456011630716
compact_utility_margin,compact_observed_microstructure,utility_margin,40,l1_imbalance_delta_30s,0.001653199235825176
compact_utility_margin,compact_observed_microstructure,utility_margin,41,l1_depth_vs_60s_mean,0.0016488015966747548
compact_utility_margin,compact_observed_microstructure,utility_margin,42,ofi_delta_60s,0.001606199485746277
compact_utility_margin,compact_observed_microstructure,utility_margin,43,trade_imbalance_delta_30s,0.0015834768430983395
compact_utility_margin,compact_observed_microstructure,utility_margin,44,ofi_delta_5s,0.001478582654511101
compact_utility_margin,compact_observed_microstructure,utility_margin,45,trade_imbalance,0.0014408087705325623
compact_utility_margin,compact_observed_microstructure,utility_margin,46,l1_imbalance_delta_15s,0.0012307377183781616
compact_utility_margin,compact_observed_microstructure,utility_margin,47,microprice_offset_bps,0.0012295260786267521
compact_utility_margin,compact_observed_microstructure,utility_margin,48,l1_depth_vs_300s_mean,0.0010967433401240032
compact_utility_margin,compact_observed_microstructure,utility_margin,49,imbalance_10s_mean,0.001073801290556306
compact_utility_margin,compact_observed_microstructure,utility_margin,50,trade_imbalance_delta_60s,0.001073624334404846
compact_utility_margin,compact_observed_microstructure,utility_margin,51,log_trade_count,0.0009047043362298477
compact_utility_margin,compact_observed_microstructure,utility_margin,52,trade_close_vs_mid_bps,0.0009019099036713751
compact_utility_margin,compact_observed_microstructure,utility_margin,53,spread_vs_60s_mean,0.000826189012879137
compact_utility_margin,compact_observed_microstructure,utility_margin,54,l1_imbalance,0.000807461300246097
compact_utility_margin,compact_observed_microstructure,utility_margin,55,microprice_delta_15s_bps,0.000712913837610996
compact_utility_margin,compact_observed_microstructure,utility_margin,56,trade_imbalance_delta_5s,0.0007127509400095043
compact_utility_margin,compact_observed_microstructure,utility_margin,57,ofi_delta_30s,0.0005452339447706438
compact_utility_margin,compact_observed_microstructure,utility_margin,58,signed_flow_10s,0.000475171138883453
compact_utility_margin,compact_observed_microstructure,utility_margin,59,ofi_delta_15s,0.0004138455246333737
compact_utility_margin,compact_observed_microstructure,utility_margin,60,normalized_ofi,0.00039485182753635427
compact_utility_margin,compact_observed_microstructure,utility_margin,61,microprice_delta_5s_bps,0.00039173044427764063
compact_utility_margin,compact_observed_microstructure,utility_margin,62,microprice_delta_60s_bps,0.0003078493401456199
compact_utility_margin,compact_observed_microstructure,utility_margin,63,l1_imbalance_delta_60s,0.00030179121475347736
compact_utility_margin,compact_observed_microstructure,utility_margin,64,microprice_delta_30s_bps,0.0002658943535345019
compact_utility_margin,compact_observed_microstructure,utility_margin,65,trade_imbalance_10s_mean,3.5630094960224575e-05
compact_utility_margin,compact_observed_microstructure,utility_margin,66,l1_imbalance_delta_5s,0.0
compact_utility_margin,compact_observed_microstructure,utility_margin,67,ofi_trade_flow_agreement,0.0
compact_utility_margin,compact_observed_microstructure,utility_margin,68,volume_vs_60s_mean,0.0
