base_net_payoff_bps,candidate_id,decision_index,decision_time_ms,entry_time_ms,event_code,event_name,exit_time_ms,holding_minutes,mean_seed_expected_payoff_bps,side,side_name,stop_bps,stress_net_payoff_bps,symbol,symbol_index,take_profit_bps,trade_id,worst_seed_expected_payoff_bps,decision_time_utc,entry_time_utc,exit_time_utc
148.0,competing_risk_barrier_tcn,319400,1737330300000,1737330360000,2,take_profit,1737330780000,7,17.296746571858723,1,long,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737330300000:1,11.718189239501953,2025-01-19T23:45:00+00:00,2025-01-19T23:46:00+00:00,2025-01-19T23:53:00+00:00
-92.0,competing_risk_barrier_tcn,319404,1737331500000,1737331560000,0,stop_loss,1737331680000,2,3.4024540185928345,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737331500000:1,1.5228971242904663,2025-01-20T00:05:00+00:00,2025-01-20T00:06:00+00:00,2025-01-20T00:08:00+00:00
-92.0,competing_risk_barrier_tcn,319406,1737332100000,1737332160000,0,stop_loss,1737332280000,2,10.708076159159342,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737332100000:1,6.298365592956543,2025-01-20T00:15:00+00:00,2025-01-20T00:16:00+00:00,2025-01-20T00:18:00+00:00
-92.0,competing_risk_barrier_tcn,319408,1737332700000,1737332760000,0,stop_loss,1737332820000,1,13.162042140960693,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737332700000:1,7.830362796783447,2025-01-20T00:25:00+00:00,2025-01-20T00:26:00+00:00,2025-01-20T00:27:00+00:00
-92.0,competing_risk_barrier_tcn,319414,1737334500000,1737334560000,0,stop_loss,1737335040000,8,8.054996997117996,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737334500000:-1,0.17359504103660583,2025-01-20T00:55:00+00:00,2025-01-20T00:56:00+00:00,2025-01-20T01:04:00+00:00
-92.0,competing_risk_barrier_tcn,319418,1737335700000,1737335760000,0,stop_loss,1737335820000,1,2.9359094699223838,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737335700000:1,1.9435163736343384,2025-01-20T01:15:00+00:00,2025-01-20T01:16:00+00:00,2025-01-20T01:17:00+00:00
-92.0,competing_risk_barrier_tcn,319420,1737336300000,1737336360000,0,stop_loss,1737336420000,1,2.379294991493225,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737336300000:-1,1.5582255125045776,2025-01-20T01:25:00+00:00,2025-01-20T01:26:00+00:00,2025-01-20T01:27:00+00:00
-92.0,competing_risk_barrier_tcn,319421,1737336600000,1737336660000,0,stop_loss,1737336900000,4,16.896846453348797,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737336600000:1,12.828789710998535,2025-01-20T01:30:00+00:00,2025-01-20T01:31:00+00:00,2025-01-20T01:35:00+00:00
-92.0,competing_risk_barrier_tcn,319414,1737334500000,1737334560000,0,stop_loss,1737336960000,40,10.066612799962362,-1,short,80.0,-96.0,BTCUSDT,0,160.0,competing_risk_barrier_tcn:BTCUSDT:1737334500000:-1,3.351318120956421,2025-01-20T00:55:00+00:00,2025-01-20T00:56:00+00:00,2025-01-20T01:36:00+00:00
-92.0,competing_risk_barrier_tcn,319420,1737336300000,1737336360000,0,stop_loss,1737336960000,10,5.353898257017136,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737336300000:-1,0.28213897347450256,2025-01-20T01:25:00+00:00,2025-01-20T01:26:00+00:00,2025-01-20T01:36:00+00:00
-92.0,competing_risk_barrier_tcn,319422,1737336900000,1737336960000,0,stop_loss,1737337200000,4,10.133782386779785,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737336900000:1,4.205818176269531,2025-01-20T01:35:00+00:00,2025-01-20T01:36:00+00:00,2025-01-20T01:40:00+00:00
-92.0,competing_risk_barrier_tcn,319426,1737338100000,1737338160000,0,stop_loss,1737338520000,6,10.34530528386434,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737338100000:-1,7.189563274383545,2025-01-20T01:55:00+00:00,2025-01-20T01:56:00+00:00,2025-01-20T02:02:00+00:00
-92.0,competing_risk_barrier_tcn,319428,1737338700000,1737338760000,0,stop_loss,1737339960000,20,7.187086582183838,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737338700000:1,5.721330642700195,2025-01-20T02:05:00+00:00,2025-01-20T02:06:00+00:00,2025-01-20T02:26:00+00:00
148.0,competing_risk_barrier_tcn,319435,1737340800000,1737340860000,2,take_profit,1737341520000,11,12.757164001464844,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737340800000:-1,9.32318115234375,2025-01-20T02:40:00+00:00,2025-01-20T02:41:00+00:00,2025-01-20T02:52:00+00:00
-92.0,competing_risk_barrier_tcn,319438,1737341700000,1737341760000,0,stop_loss,1737342300000,9,15.036214828491211,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737341700000:-1,13.211509704589844,2025-01-20T02:55:00+00:00,2025-01-20T02:56:00+00:00,2025-01-20T03:05:00+00:00
-92.0,competing_risk_barrier_tcn,319436,1737341100000,1737341160000,0,stop_loss,1737343020000,31,6.9336066246032715,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737341100000:-1,1.355186939239502,2025-01-20T02:45:00+00:00,2025-01-20T02:46:00+00:00,2025-01-20T03:17:00+00:00
-92.0,competing_risk_barrier_tcn,319446,1737344100000,1737344160000,0,stop_loss,1737345960000,30,10.198819637298584,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737344100000:1,5.019504547119141,2025-01-20T03:35:00+00:00,2025-01-20T03:36:00+00:00,2025-01-20T04:06:00+00:00
-92.0,competing_risk_barrier_tcn,319456,1737347100000,1737347160000,0,stop_loss,1737347700000,9,7.239993095397949,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737347100000:-1,3.4058237075805664,2025-01-20T04:25:00+00:00,2025-01-20T04:26:00+00:00,2025-01-20T04:35:00+00:00
-92.0,competing_risk_barrier_tcn,319459,1737348000000,1737348060000,0,stop_loss,1737348240000,3,6.4695825179417925,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737348000000:-1,1.5940560102462769,2025-01-20T04:40:00+00:00,2025-01-20T04:41:00+00:00,2025-01-20T04:44:00+00:00
-92.0,competing_risk_barrier_tcn,319462,1737348900000,1737348960000,0,stop_loss,1737349380000,7,9.75662104288737,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737348900000:-1,5.077505111694336,2025-01-20T04:55:00+00:00,2025-01-20T04:56:00+00:00,2025-01-20T05:03:00+00:00
-92.0,competing_risk_barrier_tcn,319476,1737353100000,1737353160000,0,stop_loss,1737354060000,15,3.3425466418266296,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737353100000:-1,0.5951104760169983,2025-01-20T06:05:00+00:00,2025-01-20T06:06:00+00:00,2025-01-20T06:21:00+00:00
-92.0,competing_risk_barrier_tcn,319482,1737354900000,1737354960000,0,stop_loss,1737355140000,3,8.137179056803385,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737354900000:-1,6.532416343688965,2025-01-20T06:35:00+00:00,2025-01-20T06:36:00+00:00,2025-01-20T06:39:00+00:00
-92.0,competing_risk_barrier_tcn,319484,1737355500000,1737355560000,0,stop_loss,1737355740000,3,14.832349141438803,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737355500000:1,6.052366256713867,2025-01-20T06:45:00+00:00,2025-01-20T06:46:00+00:00,2025-01-20T06:49:00+00:00
-92.0,competing_risk_barrier_tcn,319486,1737356100000,1737356160000,0,stop_loss,1737356220000,1,7.371639092763265,1,long,80.0,-96.0,BTCUSDT,0,160.0,competing_risk_barrier_tcn:BTCUSDT:1737356100000:1,2.6048941612243652,2025-01-20T06:55:00+00:00,2025-01-20T06:56:00+00:00,2025-01-20T06:57:00+00:00
-92.0,competing_risk_barrier_tcn,319486,1737356100000,1737356160000,0,stop_loss,1737356220000,1,6.189644505580266,1,long,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737356100000:1,0.22295954823493958,2025-01-20T06:55:00+00:00,2025-01-20T06:56:00+00:00,2025-01-20T06:57:00+00:00
-92.0,competing_risk_barrier_tcn,319500,1737360300000,1737360360000,0,stop_loss,1737360840000,8,6.259068886439006,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737360300000:-1,2.4729888439178467,2025-01-20T08:05:00+00:00,2025-01-20T08:06:00+00:00,2025-01-20T08:14:00+00:00
-92.0,competing_risk_barrier_tcn,319519,1737366000000,1737366060000,0,stop_loss,1737368700000,44,9.522385438283285,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737366000000:-1,4.9673991203308105,2025-01-20T09:40:00+00:00,2025-01-20T09:41:00+00:00,2025-01-20T10:25:00+00:00
148.0,competing_risk_barrier_tcn,319530,1737369300000,1737369360000,2,take_profit,1737370680000,22,11.517809549967447,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737369300000:-1,10.199596405029297,2025-01-20T10:35:00+00:00,2025-01-20T10:36:00+00:00,2025-01-20T10:58:00+00:00
-34.30855178833008,competing_risk_barrier_tcn,319535,1737370800000,1737370860000,1,timeout,1737374460000,60,6.708115975062053,-1,short,80.0,-38.30855178833008,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737370800000:-1,2.155503511428833,2025-01-20T11:00:00+00:00,2025-01-20T11:01:00+00:00,2025-01-20T12:01:00+00:00
148.0,competing_risk_barrier_tcn,319554,1737376500000,1737376560000,2,take_profit,1737377040000,8,9.643580118815104,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737376500000:-1,4.436437129974365,2025-01-20T12:35:00+00:00,2025-01-20T12:36:00+00:00,2025-01-20T12:44:00+00:00
-92.0,competing_risk_barrier_tcn,319558,1737377700000,1737377760000,0,stop_loss,1737381300000,59,12.803619384765625,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737377700000:-1,7.27454948425293,2025-01-20T12:55:00+00:00,2025-01-20T12:56:00+00:00,2025-01-20T13:55:00+00:00
-92.0,competing_risk_barrier_tcn,319572,1737381900000,1737381960000,0,stop_loss,1737382680000,12,4.1846872965494795,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737381900000:-1,2.147246837615967,2025-01-20T14:05:00+00:00,2025-01-20T14:06:00+00:00,2025-01-20T14:18:00+00:00
-92.0,competing_risk_barrier_tcn,319590,1737387300000,1737387360000,0,stop_loss,1737387660000,5,4.319793423016866,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737387300000:-1,1.9375115633010864,2025-01-20T15:35:00+00:00,2025-01-20T15:36:00+00:00,2025-01-20T15:41:00+00:00
-92.0,competing_risk_barrier_tcn,319593,1737388200000,1737388260000,0,stop_loss,1737388440000,3,4.16245973110199,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737388200000:1,1.584540605545044,2025-01-20T15:50:00+00:00,2025-01-20T15:51:00+00:00,2025-01-20T15:54:00+00:00
148.0,competing_risk_barrier_tcn,319597,1737389400000,1737389460000,2,take_profit,1737389640000,3,3.9493912557760873,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737389400000:-1,0.47849908471107483,2025-01-20T16:10:00+00:00,2025-01-20T16:11:00+00:00,2025-01-20T16:14:00+00:00
-92.0,competing_risk_barrier_tcn,319600,1737390300000,1737390360000,0,stop_loss,1737390540000,3,9.046208222707113,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737390300000:-1,3.1048388481140137,2025-01-20T16:25:00+00:00,2025-01-20T16:26:00+00:00,2025-01-20T16:29:00+00:00
-92.0,competing_risk_barrier_tcn,319602,1737390900000,1737390960000,0,stop_loss,1737391080000,2,9.699658711751303,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737390900000:-1,3.6584720611572266,2025-01-20T16:35:00+00:00,2025-01-20T16:36:00+00:00,2025-01-20T16:38:00+00:00
-92.0,competing_risk_barrier_tcn,319600,1737390300000,1737390360000,0,stop_loss,1737391260000,15,5.078503608703613,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737390300000:-1,2.7570128440856934,2025-01-20T16:25:00+00:00,2025-01-20T16:26:00+00:00,2025-01-20T16:41:00+00:00
-92.0,competing_risk_barrier_tcn,319604,1737391500000,1737391560000,0,stop_loss,1737392280000,12,9.631494522094727,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737391500000:-1,2.883129119873047,2025-01-20T16:45:00+00:00,2025-01-20T16:46:00+00:00,2025-01-20T16:58:00+00:00
148.0,competing_risk_barrier_tcn,319611,1737393600000,1737393660000,2,take_profit,1737394800000,19,6.424474795659383,-1,short,80.0,144.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737393600000:-1,3.0736143589019775,2025-01-20T17:20:00+00:00,2025-01-20T17:21:00+00:00,2025-01-20T17:40:00+00:00
148.0,competing_risk_barrier_tcn,319615,1737394800000,1737394860000,2,take_profit,1737394980000,2,2.6447424242893853,-1,short,80.0,144.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737394800000:-1,0.10778151452541351,2025-01-20T17:40:00+00:00,2025-01-20T17:41:00+00:00,2025-01-20T17:43:00+00:00
-92.0,competing_risk_barrier_tcn,319619,1737396000000,1737396060000,0,stop_loss,1737396120000,1,11.77894671758016,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737396000000:1,6.1514458656311035,2025-01-20T18:00:00+00:00,2025-01-20T18:01:00+00:00,2025-01-20T18:02:00+00:00
-92.0,competing_risk_barrier_tcn,319618,1737395700000,1737395760000,0,stop_loss,1737397920000,36,1.6664837896823883,-1,short,80.0,-96.0,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737395700000:-1,0.3222738206386566,2025-01-20T17:55:00+00:00,2025-01-20T17:56:00+00:00,2025-01-20T18:32:00+00:00
148.0,competing_risk_barrier_tcn,319621,1737396600000,1737396660000,2,take_profit,1737398340000,28,10.478464961051941,1,long,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737396600000:1,1.9390360116958618,2025-01-20T18:10:00+00:00,2025-01-20T18:11:00+00:00,2025-01-20T18:39:00+00:00
-92.0,competing_risk_barrier_tcn,319627,1737398400000,1737398460000,0,stop_loss,1737400800000,39,5.121693054835002,1,long,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737398400000:1,3.724097490310669,2025-01-20T18:40:00+00:00,2025-01-20T18:41:00+00:00,2025-01-20T19:20:00+00:00
-92.0,competing_risk_barrier_tcn,319635,1737400800000,1737400860000,0,stop_loss,1737402420000,26,8.850913206736246,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737400800000:-1,6.530421257019043,2025-01-20T19:20:00+00:00,2025-01-20T19:21:00+00:00,2025-01-20T19:47:00+00:00
-16.046781539916992,competing_risk_barrier_tcn,319641,1737402600000,1737402660000,1,timeout,1737406260000,60,2.2001189986864724,-1,short,80.0,-20.046781539916992,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737402600000:-1,0.5925688147544861,2025-01-20T19:50:00+00:00,2025-01-20T19:51:00+00:00,2025-01-20T20:51:00+00:00
-92.0,competing_risk_barrier_tcn,319654,1737406500000,1737406560000,0,stop_loss,1737407640000,18,5.711842656135559,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737406500000:-1,1.8155707120895386,2025-01-20T20:55:00+00:00,2025-01-20T20:56:00+00:00,2025-01-20T21:14:00+00:00
-16.086734771728516,competing_risk_barrier_tcn,319649,1737405000000,1737405060000,1,timeout,1737408660000,60,2.255565802256266,-1,short,80.0,-20.086734771728516,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737405000000:-1,0.8056817054748535,2025-01-20T20:30:00+00:00,2025-01-20T20:31:00+00:00,2025-01-20T21:31:00+00:00
148.0,competing_risk_barrier_tcn,319660,1737408300000,1737408360000,2,take_profit,1737410580000,37,2.6097057660420737,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737408300000:-1,1.036869764328003,2025-01-20T21:25:00+00:00,2025-01-20T21:26:00+00:00,2025-01-20T22:03:00+00:00
-92.0,competing_risk_barrier_tcn,319669,1737411000000,1737411060000,0,stop_loss,1737412680000,27,5.592984954516093,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737411000000:-1,0.8091005086898804,2025-01-20T22:10:00+00:00,2025-01-20T22:11:00+00:00,2025-01-20T22:38:00+00:00
148.0,competing_risk_barrier_tcn,319679,1737414000000,1737414060000,2,take_profit,1737414960000,15,4.200822512308757,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737414000000:-1,2.000208854675293,2025-01-20T23:00:00+00:00,2025-01-20T23:01:00+00:00,2025-01-20T23:16:00+00:00
145.24920654296875,competing_risk_barrier_tcn,319689,1737417000000,1737417060000,2,take_profit,1737419100000,34,4.852977116902669,-1,short,80.0,141.24920654296875,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737417000000:-1,2.175365924835205,2025-01-20T23:50:00+00:00,2025-01-20T23:51:00+00:00,2025-01-21T00:25:00+00:00
-92.0,competing_risk_barrier_tcn,319697,1737419400000,1737419460000,0,stop_loss,1737419820000,6,7.623326301574707,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737419400000:-1,5.183132171630859,2025-01-21T00:30:00+00:00,2025-01-21T00:31:00+00:00,2025-01-21T00:37:00+00:00
-92.0,competing_risk_barrier_tcn,319699,1737420000000,1737420060000,0,stop_loss,1737420240000,3,10.389751275380453,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737420000000:-1,6.130533695220947,2025-01-21T00:40:00+00:00,2025-01-21T00:41:00+00:00,2025-01-21T00:44:00+00:00
148.0,competing_risk_barrier_tcn,319706,1737422100000,1737422160000,2,take_profit,1737422760000,10,5.862333695093791,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737422100000:-1,2.67820143699646,2025-01-21T01:15:00+00:00,2025-01-21T01:16:00+00:00,2025-01-21T01:26:00+00:00
-92.0,competing_risk_barrier_tcn,319716,1737425100000,1737425160000,0,stop_loss,1737425460000,5,5.395426407456398,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737425100000:-1,0.1862906664609909,2025-01-21T02:05:00+00:00,2025-01-21T02:06:00+00:00,2025-01-21T02:11:00+00:00
-92.0,competing_risk_barrier_tcn,319719,1737426000000,1737426060000,0,stop_loss,1737426480000,7,6.071467955907186,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737426000000:-1,2.055493116378784,2025-01-21T02:20:00+00:00,2025-01-21T02:21:00+00:00,2025-01-21T02:28:00+00:00
-92.0,competing_risk_barrier_tcn,319721,1737426600000,1737426660000,0,stop_loss,1737427020000,6,9.428833792606989,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737426600000:-1,0.42876407504081726,2025-01-21T02:30:00+00:00,2025-01-21T02:31:00+00:00,2025-01-21T02:37:00+00:00
-92.0,competing_risk_barrier_tcn,319741,1737432600000,1737432660000,0,stop_loss,1737433140000,8,5.004725694656372,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737432600000:-1,2.3876376152038574,2025-01-21T04:10:00+00:00,2025-01-21T04:11:00+00:00,2025-01-21T04:19:00+00:00
-92.0,competing_risk_barrier_tcn,319746,1737434100000,1737434160000,0,stop_loss,1737434460000,5,6.66849426428477,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737434100000:-1,1.3686829805374146,2025-01-21T04:35:00+00:00,2025-01-21T04:36:00+00:00,2025-01-21T04:41:00+00:00
-92.0,competing_risk_barrier_tcn,319748,1737434700000,1737434760000,0,stop_loss,1737435240000,8,6.422279357910156,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737434700000:-1,1.4312348365783691,2025-01-21T04:45:00+00:00,2025-01-21T04:46:00+00:00,2025-01-21T04:54:00+00:00
148.0,competing_risk_barrier_tcn,319755,1737436800000,1737436860000,2,take_profit,1737438240000,23,1.7020169496536255,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737436800000:-1,0.3573148250579834,2025-01-21T05:20:00+00:00,2025-01-21T05:21:00+00:00,2025-01-21T05:44:00+00:00
-92.0,competing_risk_barrier_tcn,319761,1737438600000,1737438660000,0,stop_loss,1737439680000,17,8.932697614034018,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737438600000:-1,6.7610368728637695,2025-01-21T05:50:00+00:00,2025-01-21T05:51:00+00:00,2025-01-21T06:08:00+00:00
-92.0,competing_risk_barrier_tcn,319767,1737440400000,1737440460000,0,stop_loss,1737442560000,35,8.11781104405721,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737440400000:-1,4.397679805755615,2025-01-21T06:20:00+00:00,2025-01-21T06:21:00+00:00,2025-01-21T06:56:00+00:00
-91.06900024414062,competing_risk_barrier_tcn,319778,1737443700000,1737443760000,0,stop_loss,1737447000000,54,9.245965162913004,-1,short,80.0,-95.06900024414062,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737443700000:-1,6.577270984649658,2025-01-21T07:15:00+00:00,2025-01-21T07:16:00+00:00,2025-01-21T08:10:00+00:00
148.0,competing_risk_barrier_tcn,319802,1737450900000,1737450960000,2,take_profit,1737452520000,26,6.162677566210429,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737450900000:-1,1.2472890615463257,2025-01-21T09:15:00+00:00,2025-01-21T09:16:00+00:00,2025-01-21T09:42:00+00:00
-92.0,competing_risk_barrier_tcn,319808,1737452700000,1737452760000,0,stop_loss,1737454380000,27,6.133423725763957,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737452700000:-1,2.048835515975952,2025-01-21T09:45:00+00:00,2025-01-21T09:46:00+00:00,2025-01-21T10:13:00+00:00
-92.0,competing_risk_barrier_tcn,319833,1737460200000,1737460260000,0,stop_loss,1737461760000,25,4.958925882975261,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737460200000:-1,3.3171439170837402,2025-01-21T11:50:00+00:00,2025-01-21T11:51:00+00:00,2025-01-21T12:16:00+00:00
-92.0,competing_risk_barrier_tcn,319875,1737472800000,1737472860000,0,stop_loss,1737475020000,36,7.847278436024983,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737472800000:-1,1.2616524696350098,2025-01-21T15:20:00+00:00,2025-01-21T15:21:00+00:00,2025-01-21T15:57:00+00:00
-92.0,competing_risk_barrier_tcn,320161,1737558600000,1737558660000,0,stop_loss,1737561180000,42,6.936532020568848,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737558600000:-1,2.7638168334960938,2025-01-22T15:10:00+00:00,2025-01-22T15:11:00+00:00,2025-01-22T15:53:00+00:00
-7.158464431762695,competing_risk_barrier_tcn,320158,1737557700000,1737557760000,1,timeout,1737561360000,60,5.114022095998128,-1,short,80.0,-11.158464431762695,BTCUSDT,0,160.0,competing_risk_barrier_tcn:BTCUSDT:1737557700000:-1,1.1172919273376465,2025-01-22T14:55:00+00:00,2025-01-22T14:56:00+00:00,2025-01-22T15:56:00+00:00
27.519458770751953,competing_risk_barrier_tcn,320158,1737557700000,1737557760000,1,timeout,1737561360000,60,6.026621262232463,-1,short,80.0,23.519458770751953,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737557700000:-1,3.4408886432647705,2025-01-22T14:55:00+00:00,2025-01-22T14:56:00+00:00,2025-01-22T15:56:00+00:00
148.0,competing_risk_barrier_tcn,320740,1737732300000,1737732360000,2,take_profit,1737733500000,19,2.476736764113108,-1,short,80.0,144.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737732300000:-1,0.7006520628929138,2025-01-24T15:25:00+00:00,2025-01-24T15:26:00+00:00,2025-01-24T15:45:00+00:00
-92.0,competing_risk_barrier_tcn,320747,1737734400000,1737734460000,0,stop_loss,1737735480000,17,4.763103604316711,-1,short,80.0,-96.0,SOLUSDT,2,160.0,competing_risk_barrier_tcn:SOLUSDT:1737734400000:-1,0.2534531354904175,2025-01-24T16:00:00+00:00,2025-01-24T16:01:00+00:00,2025-01-24T16:18:00+00:00
-7.338478088378906,competing_risk_barrier_tcn,320742,1737732900000,1737732960000,1,timeout,1737736560000,60,1.7804232239723206,-1,short,80.0,-11.338478088378906,ETHUSDT,1,160.0,competing_risk_barrier_tcn:ETHUSDT:1737732900000:-1,0.9342043995857239,2025-01-24T15:35:00+00:00,2025-01-24T15:36:00+00:00,2025-01-24T16:36:00+00:00
-18.740100860595703,competing_risk_barrier_tcn,320743,1737733200000,1737733260000,1,timeout,1737736860000,60,1.2818118681510289,-1,short,80.0,-22.740100860595703,BTCUSDT,0,160.0,competing_risk_barrier_tcn:BTCUSDT:1737733200000:-1,0.15870068967342377,2025-01-24T15:40:00+00:00,2025-01-24T15:41:00+00:00,2025-01-24T16:41:00+00:00
92.46871948242188,competing_risk_barrier_tcn,321384,1737925500000,1737925560000,1,timeout,1737929160000,60,2.294091811093191,-1,short,61.649391174316406,88.46871948242188,SOLUSDT,2,123.29878234863281,competing_risk_barrier_tcn:SOLUSDT:1737925500000:-1,0.013789267279207706,2025-01-26T21:05:00+00:00,2025-01-26T21:06:00+00:00,2025-01-26T22:06:00+00:00
