round,period,symbol,trigger_id,horizon_hours,episodes,mean_gross_funding_bps,mean_after_stress_reference_bps,median_after_stress_reference_bps,positive_after_stress_reference_fraction,bootstrap_lower_95_mean_after_stress_reference_bps,bootstrap_upper_95_mean_after_stress_reference_bps,symbol_gate_passed
59,2021-12..2025-06,BTCUSDT,at_least_2bp,168,20,43.437779999999634,11.437779999999632,1.5692999999998705,0.5,-1.7996831250004637,26.49722874999945,false
59,2021-12..2025-06,ETHUSDT,at_least_2bp,168,20,46.816819999999765,14.816819999999765,4.0901000000000955,0.65,2.0236946249996284,30.022280875000057,false
59,2021-12..2025-06,SOLUSDT,at_least_2bp,168,25,48.484775999999144,16.48477599999915,8.095699999999347,0.64,-1.2557786000012354,36.28497519999976,false
60,2020-01/09..2026-06,BTCUSDT,at_least_2bp,168,72,68.02382222222174,36.02382222222174,20.13360000000056,0.6666666666666666,18.478729618054743,57.40109159722189,true
60,2020-01/09..2026-06,ETHUSDT,at_least_2bp,168,76,83.81761184210477,51.81761184210475,34.41584999999908,0.7894736842105263,29.580317203946596,79.74693855263136,true
60,2020-01/09..2026-06,SOLUSDT,at_least_2bp,168,62,64.48033064516086,32.48033064516086,13.518599999999779,0.7419354838709677,6.302057419354291,62.607096935483405,true
