signal,horizon_seconds,date,rows,weighted_roc_auc,unweighted_roc_auc,spearman_information_coefficient,weighted_direction_accuracy
trade_imbalance_300s_mean,5,2023-06-23,4927,0.5301665860840139,0.5269829222887616,0.02667017628525102,0.5206037831985224
trade_imbalance_300s_mean,5,2023-06-24,3555,0.5076166194199995,0.5051399088376805,0.0033453112028318747,0.504
trade_imbalance_300s_mean,5,2023-06-25,3988,0.5024812611985957,0.5051379593204325,-0.005214903263691186,0.5040443725444881
signed_pressure_to_opposing_depth_10s,5,2023-06-21,5695,0.49949361703266276,0.4995288606205261,-0.010441897306364622,0.495967087100092
signed_pressure_to_opposing_depth_10s,5,2023-06-22,5234,0.5209728277971664,0.5262998000981973,0.03815428507178456,0.502804842043106
signed_pressure_to_opposing_depth_10s,5,2023-06-23,4927,0.5538472347095836,0.5531600494493678,0.05229785257077055,0.5251894783771734
signed_pressure_to_opposing_depth_10s,5,2023-06-24,3555,0.6046173890272677,0.6009100405165865,0.10410944725789997,0.5556129032258065
signed_pressure_to_opposing_depth_10s,5,2023-06-25,3988,0.5834164670476129,0.580921570121932,0.08932430611214211,0.5388644942608428
signed_pressure_to_opposing_depth_60s,5,2023-06-21,5695,0.5074172095710782,0.5083264255114566,0.0005475399866295766,0.5001894657067071
signed_pressure_to_opposing_depth_60s,5,2023-06-22,5234,0.5097346731519917,0.5150811881882584,0.02470473521298555,0.49377029819899615
signed_pressure_to_opposing_depth_60s,5,2023-06-23,4927,0.5447089540657447,0.543490507911503,0.04753194280636708,0.5135341697981021
signed_pressure_to_opposing_depth_60s,5,2023-06-24,3555,0.5526251754469528,0.5535755887566473,0.05912997114079032,0.49711827956989246
signed_pressure_to_opposing_depth_60s,5,2023-06-25,3988,0.5448512482688656,0.5458077164851635,0.047844326812771766,0.49811262614590557
signed_pressure_to_opposing_depth_300s,5,2023-06-21,5695,0.487464882730253,0.4901176786656582,-0.03386866141660383,0.48129702809505764
signed_pressure_to_opposing_depth_300s,5,2023-06-22,5234,0.5037311871506396,0.5069895489934769,0.005583613275563169,0.4794803661056983
signed_pressure_to_opposing_depth_300s,5,2023-06-23,4927,0.5248207884344426,0.5288159990078461,0.04201469902721705,0.49576460098082925
signed_pressure_to_opposing_depth_300s,5,2023-06-24,3555,0.5253783606376462,0.5281903646492783,0.02737338414140259,0.4681290322580645
signed_pressure_to_opposing_depth_300s,5,2023-06-25,3988,0.51835909623712,0.5205851671688789,0.01291405011804342,0.4690701794931053
l1_imbalance,15,2023-06-21,6346,0.5247106596108417,0.5293116866797886,0.05627085822082805,0.5142613902089979
