signal,horizon_seconds,date,rows,weighted_roc_auc,unweighted_roc_auc,spearman_information_coefficient,weighted_direction_accuracy
l1_imbalance,15,2023-06-22,5980,0.5275365295110006,0.5319930967237293,0.05839814077861673,0.5194571428741346
l1_imbalance,15,2023-06-23,5643,0.5470574875079789,0.5475990261942687,0.07195299798647004,0.5310702261737679
l1_imbalance,15,2023-06-24,4438,0.5896210297289949,0.5813820991215739,0.10775796354334119,0.5631600259176581
l1_imbalance,15,2023-06-25,4956,0.5733129732040179,0.5716597201443826,0.11707670016433257,0.5478895525452758
microprice_offset_bps,15,2023-06-21,6346,0.5244382440901758,0.5291886627241388,0.05648575579239803,0.5155765616800844
microprice_offset_bps,15,2023-06-22,5980,0.5291208258341884,0.5336997300799736,0.06196089588603086,0.5211450064496684
microprice_offset_bps,15,2023-06-23,5643,0.5451293275739443,0.5453431434127419,0.06771872908873501,0.5322035471259337
microprice_offset_bps,15,2023-06-24,4438,0.5883836414147511,0.5805348566970852,0.1070049275383971,0.5631989655074469
microprice_offset_bps,15,2023-06-25,4956,0.5728046617559797,0.5710106469183355,0.1161233007618136,0.5475260509579201
normalized_ofi,15,2023-06-21,6346,0.518560540747858,0.5206702595423032,0.04455060650768092,0.5131164866300731
normalized_ofi,15,2023-06-22,5980,0.5132422850907612,0.5160793042220647,0.03075537847205624,0.5109679990272536
normalized_ofi,15,2023-06-23,5643,0.5178164660363855,0.5189942365574108,0.03248427714171913,0.5100872192569651
normalized_ofi,15,2023-06-24,4438,0.5607484184719064,0.552470929051446,0.06865329944037969,0.5423740693577607
normalized_ofi,15,2023-06-25,4956,0.5481793333799293,0.548573561822311,0.09875505354017927,0.5397285857341328
ofi_10s_mean,15,2023-06-21,6346,0.5009706858238664,0.49911280705701566,0.003411986441717037,0.48826326929686603
ofi_10s_mean,15,2023-06-22,5980,0.5089798053466966,0.5111137288699873,0.02791119377354094,0.5047708615064588
ofi_10s_mean,15,2023-06-23,5643,0.5077891481324087,0.5058491153844221,-0.011023421528740697,0.5076880252010518
ofi_10s_mean,15,2023-06-24,4438,0.5601290001815381,0.5485889111903852,0.05147898658875829,0.544687081040614
ofi_10s_mean,15,2023-06-25,4956,0.5581594608815172,0.5506325980047636,0.08122105603653744,0.5407193052099663
ofi_60s_mean,15,2023-06-21,6346,0.5077155146866376,0.5036504391264852,-0.008793491276101595,0.5017144200373823
ofi_60s_mean,15,2023-06-22,5980,0.5072265497501938,0.5051344991086195,-0.007645997608076591,0.5053438630347006
ofi_60s_mean,15,2023-06-23,5643,0.5107728050845466,0.5039308989864983,-0.008995174507865524,0.5106373106802211
ofi_60s_mean,15,2023-06-24,4438,0.5361593954185271,0.5234375634847759,0.01095616638988437,0.5220008719062514
ofi_60s_mean,15,2023-06-25,4956,0.5374511799402245,0.5291347552570452,0.03151731510529844,0.5287522626387754
ofi_300s_mean,15,2023-06-21,6346,0.507964095181942,0.5050630044565764,-0.013201694289072172,0.5142907469736167
ofi_300s_mean,15,2023-06-22,5980,0.5135461923914533,0.5148139422285227,0.023201642718703532,0.5114724895067086
ofi_300s_mean,15,2023-06-23,5643,0.5083926968009838,0.5086092365825348,0.01187081533059476,0.5023726835116521
ofi_300s_mean,15,2023-06-24,4438,0.5362150362082986,0.5311487798733961,0.03582013026340936,0.5233092423142464
ofi_300s_mean,15,2023-06-25,4956,0.5347799323258573,0.529979201967319,0.037790940347482496,0.5302062691963956
trade_imbalance,15,2023-06-21,6346,0.4987220205830729,0.4936978656808857,-0.002222681557071081,0.4980438692888129
trade_imbalance,15,2023-06-22,5980,0.515453975837156,0.5154747026046924,0.027074992099155534,0.5115257957651199
trade_imbalance,15,2023-06-23,5643,0.5101046143755019,0.5103920346912011,0.01054929520738134,0.5034773935868098
trade_imbalance,15,2023-06-24,4438,0.5297866146490454,0.5249512436921526,0.029552660511844787,0.5280771855085646
trade_imbalance,15,2023-06-25,4956,0.5343856301319898,0.5292674202865597,0.04075106788841854,0.5290592952421727
trade_imbalance_10s_mean,15,2023-06-21,6346,0.49357805848787395,0.49186596597148446,-0.008605452526776802,0.49666510126085917
trade_imbalance_10s_mean,15,2023-06-22,5980,0.5124371853167753,0.5138567821881421,0.017255648842004076,0.5132911468251556
trade_imbalance_10s_mean,15,2023-06-23,5643,0.5101857745869092,0.5055995085748167,-0.013404413705000973,0.5055870735041741
trade_imbalance_10s_mean,15,2023-06-24,4438,0.5381921550435949,0.5287991321377203,0.016842666153571113,0.5369458890618722
trade_imbalance_10s_mean,15,2023-06-25,4956,0.5479660736257786,0.5416826356054045,0.06595164106635186,0.5361434616828005
trade_imbalance_60s_mean,15,2023-06-21,6346,0.5005531679511501,0.4974995393430809,-0.017817881231033755,0.5073038984121923
trade_imbalance_60s_mean,15,2023-06-22,5980,0.5079479260139387,0.5065083750384833,-0.008048198121644196,0.5025224525610129
trade_imbalance_60s_mean,15,2023-06-23,5643,0.5052898162745867,0.497915714048831,-0.011378189405409238,0.5087418147195611
trade_imbalance_60s_mean,15,2023-06-24,4438,0.5029011169076587,0.49567978482216135,-0.030720973561213373,0.5021338897914639
trade_imbalance_60s_mean,15,2023-06-25,4956,0.5180420608280126,0.5148355987916325,0.010321698299026115,0.5139556101089324
trade_imbalance_300s_mean,15,2023-06-21,6346,0.4912408486711602,0.4909952126446972,-0.03110424884762724,0.49335368731355084
trade_imbalance_300s_mean,15,2023-06-22,5980,0.5168260631596859,0.5205692081749254,0.03762435979493352,0.5139762576872813
trade_imbalance_300s_mean,15,2023-06-23,5643,0.5058506902809119,0.5038873088692698,0.009019150456519699,0.4994830464943336
trade_imbalance_300s_mean,15,2023-06-24,4438,0.4954736466508037,0.4944397493925777,-0.009331633745149684,0.49566212881941885
trade_imbalance_300s_mean,15,2023-06-25,4956,0.5161747580048601,0.5164577117798891,0.02590458193727998,0.5111402545682792
signed_pressure_to_opposing_depth_10s,15,2023-06-21,6346,0.4922159014844099,0.4890416299755293,-0.010870933285953878,0.49138093001381916
signed_pressure_to_opposing_depth_10s,15,2023-06-22,5980,0.512186764969494,0.5166507363733345,0.02787533249265858,0.5004297512085577
signed_pressure_to_opposing_depth_10s,15,2023-06-23,5643,0.5153000990806313,0.5134319114831695,-0.005815061174866474,0.5015972534190916
signed_pressure_to_opposing_depth_10s,15,2023-06-24,4438,0.5539385865630247,0.5430808704626161,0.04099452598435323,0.5293215162229786
signed_pressure_to_opposing_depth_10s,15,2023-06-25,4956,0.5510874471161743,0.5476498744283554,0.07444028446627807,0.5264643408722183
signed_pressure_to_opposing_depth_60s,15,2023-06-21,6346,0.4930851787890293,0.49069989555132065,-0.026098130006989108,0.4927489429801057
signed_pressure_to_opposing_depth_60s,15,2023-06-22,5980,0.49468311352127603,0.49807863210687975,-0.01491636833260874,0.49017177566937153
signed_pressure_to_opposing_depth_60s,15,2023-06-23,5643,0.5085904599835741,0.5068809575253878,-0.001027910807838418,0.4965867818603094
signed_pressure_to_opposing_depth_60s,15,2023-06-24,4438,0.5242853845719867,0.5186927621261,0.004478040192481748,0.4988707516068885
signed_pressure_to_opposing_depth_60s,15,2023-06-25,4956,0.5158843005589486,0.5179412146513662,0.020901694760108044,0.4913686191806241
signed_pressure_to_opposing_depth_300s,15,2023-06-21,6346,0.4732604429870835,0.47604951552798735,-0.05682830961878989,0.47829379991561016
signed_pressure_to_opposing_depth_300s,15,2023-06-22,5980,0.49305795980702405,0.4980938464319723,0.001767911494286731,0.4868209618485786
signed_pressure_to_opposing_depth_300s,15,2023-06-23,5643,0.5035412884802051,0.5072158602704346,0.00871233524513781,0.49070809356955525
signed_pressure_to_opposing_depth_300s,15,2023-06-24,4438,0.499679735906687,0.4972379551604489,-0.023384930531043634,0.47759415573207575
signed_pressure_to_opposing_depth_300s,15,2023-06-25,4956,0.4906687104245129,0.49705620452924437,-0.002138849833560707,0.4718108084146292
l1_imbalance,30,2023-06-21,6459,0.5209695688966898,0.5259712703410664,0.051025395979777004,0.5162930824493234
l1_imbalance,30,2023-06-22,6143,0.5120480091401653,0.5162785532154008,0.039944904071256115,0.5043830936340231
l1_imbalance,30,2023-06-23,5782,0.5358717280368995,0.5294018267200401,0.04290906751420322,0.5215931319050565
l1_imbalance,30,2023-06-24,4673,0.5604867652077156,0.552240198101527,0.08182768163663116,0.5503758476595025
l1_imbalance,30,2023-06-25,5210,0.5463813471805735,0.5436906795496155,0.07692208860389109,0.5323495204683484
microprice_offset_bps,30,2023-06-21,6459,0.521038882489295,0.5257090848773304,0.048900372932000676,0.5175937851291023
microprice_offset_bps,30,2023-06-22,6143,0.5126022504973686,0.5166150159829092,0.04168700111439719,0.503801906650027
microprice_offset_bps,30,2023-06-23,5782,0.5333643155998473,0.5262736978732936,0.03572560864700677,0.5200874008319665
microprice_offset_bps,30,2023-06-24,4673,0.5596888401841384,0.5510163708900812,0.07942097719052776,0.5504082713771746
microprice_offset_bps,30,2023-06-25,5210,0.5451813874088933,0.5423446778260731,0.07557695260154011,0.5313473103918702
normalized_ofi,30,2023-06-21,6459,0.5097138671247048,0.5115903329357485,0.031947024183649766,0.5063285036229622
normalized_ofi,30,2023-06-22,6143,0.4966615247323344,0.49956233864683336,0.012340162588089057,0.49627777255323313
normalized_ofi,30,2023-06-23,5782,0.5209406157888099,0.5147363297514918,0.02106692025044784,0.5125014465114083
normalized_ofi,30,2023-06-24,4673,0.5387996958722978,0.5334488925574357,0.05558472022343726,0.5287350868103838
normalized_ofi,30,2023-06-25,5210,0.5254514611911631,0.5292510017648037,0.05861425593251232,0.522650775712172
ofi_10s_mean,30,2023-06-21,6459,0.5120260802772869,0.5102277739212475,0.013277890574243124,0.501215836161307
ofi_10s_mean,30,2023-06-22,6143,0.49554458216734387,0.500023961110905,0.010954718652018578,0.49736092149759614
ofi_10s_mean,30,2023-06-23,5782,0.5013933349314753,0.49564103189963954,-0.019435389412767838,0.5019444104005896
ofi_10s_mean,30,2023-06-24,4673,0.5407928373107109,0.5296919337827303,0.0373198424177359,0.5284434461139794
ofi_10s_mean,30,2023-06-25,5210,0.5424283298130298,0.5386740453614665,0.06012426182303142,0.5297561761151477
ofi_60s_mean,30,2023-06-21,6459,0.509173416292144,0.4994956681151027,-0.01798917400428517,0.508886522849562
ofi_60s_mean,30,2023-06-22,6143,0.506349086536701,0.5006932818770243,-0.013371783018302446,0.5037173896350318
ofi_60s_mean,30,2023-06-23,5782,0.4970958885750823,0.48986289549101475,-0.023564599421070247,0.5021517396683269
ofi_60s_mean,30,2023-06-24,4673,0.530102627490952,0.5184606777640207,0.002592429658659856,0.523099914274968
ofi_60s_mean,30,2023-06-25,5210,0.5224537984374666,0.5180342716147187,0.010293535235180729,0.5142513009433397
ofi_300s_mean,30,2023-06-21,6459,0.504307432150745,0.5003619971542642,-0.02271697532339688,0.5043849246940545
ofi_300s_mean,30,2023-06-22,6143,0.5134667679351219,0.513496360773753,0.022405374167546344,0.5113700381864973
ofi_300s_mean,30,2023-06-23,5782,0.5005472660882034,0.4956368441506479,-0.005034900513264095,0.4999897053918051
ofi_300s_mean,30,2023-06-24,4673,0.5196889336412311,0.514363277846563,0.005539705370050313,0.5150205452390076
ofi_300s_mean,30,2023-06-25,5210,0.5176267831399384,0.5205813448346189,0.01857721536461575,0.5070202595288781
trade_imbalance,30,2023-06-21,6459,0.4996654443549804,0.5004493923088429,0.0009132593500074372,0.49578918393820226
trade_imbalance,30,2023-06-22,6143,0.5091427808852879,0.5117860569659508,0.016593054489970057,0.5046053636285454
trade_imbalance,30,2023-06-23,5782,0.4974162041750626,0.4968486590588429,-0.0022502488228988773,0.48892983360829045
trade_imbalance,30,2023-06-24,4673,0.5285727133298975,0.5220505342321273,0.017014218043452177,0.5319193051914856
trade_imbalance,30,2023-06-25,5210,0.5164093042485268,0.5161445052360557,0.03384214140045767,0.515334233608034
trade_imbalance_10s_mean,30,2023-06-21,6459,0.5071010100140506,0.5004657878891313,-0.01298103867479493,0.5084510498510731
trade_imbalance_10s_mean,30,2023-06-22,6143,0.5037614219817653,0.5036585223628199,0.0032026555490062207,0.5049642806895799
trade_imbalance_10s_mean,30,2023-06-23,5782,0.4967863151079358,0.49075081792720304,-0.026160183463092207,0.49469155579982727
trade_imbalance_10s_mean,30,2023-06-24,4673,0.5153462663528412,0.509365616545146,-0.00039612961145502,0.5180435391108599
trade_imbalance_10s_mean,30,2023-06-25,5210,0.5320580586151983,0.5317704446668624,0.045578058094359775,0.5253465491294228
trade_imbalance_60s_mean,30,2023-06-21,6459,0.49308867024439296,0.4861105464809907,-0.03311811901294448,0.5001481868412517
trade_imbalance_60s_mean,30,2023-06-22,6143,0.5027119152169331,0.4996818261335143,-0.016869680212623087,0.5072884238211477
trade_imbalance_60s_mean,30,2023-06-23,5782,0.49532580129400156,0.4881355088569695,-0.027847517624715757,0.498502010227665
trade_imbalance_60s_mean,30,2023-06-24,4673,0.49238419274810374,0.48846040262301094,-0.03786607421385567,0.4947096738837712
trade_imbalance_60s_mean,30,2023-06-25,5210,0.5072002720404933,0.5081585328905409,-0.0017120426967429019,0.5131547786007321
trade_imbalance_300s_mean,30,2023-06-21,6459,0.48595842550706403,0.4868442247287538,-0.0319671728765054,0.48231226095599794
trade_imbalance_300s_mean,30,2023-06-22,6143,0.510052599894302,0.5160379348915124,0.03504955349315807,0.5094480687999513
