round,symbol,trigger_id,trigger_operator,trigger_value_bps,horizon_hours,episodes,first_decision_time_ms,last_decision_time_ms,mean_future_settlements,mean_gross_funding_bps,median_gross_funding_bps,p10_gross_funding_bps,p90_gross_funding_bps,bootstrap_lower_95_mean_gross_bps,bootstrap_upper_95_mean_gross_bps,symbol_gate_passed,optimistic_futures_maker_only_cost_reference_bps,optimistic_futures_maker_only_mean_net_reference_bps,optimistic_futures_maker_only_median_net_reference_bps,optimistic_futures_maker_only_positive_net_reference_fraction,optimistic_futures_maker_only_bootstrap_lower_95_mean_net_reference_bps,optimistic_futures_maker_only_bootstrap_upper_95_mean_net_reference_bps,repo_offline_four_leg_taker_cost_reference_bps,repo_offline_four_leg_taker_mean_net_reference_bps,repo_offline_four_leg_taker_median_net_reference_bps,repo_offline_four_leg_taker_positive_net_reference_fraction,repo_offline_four_leg_taker_bootstrap_lower_95_mean_net_reference_bps,repo_offline_four_leg_taker_bootstrap_upper_95_mean_net_reference_bps,stress_four_leg_cost_reference_bps,stress_four_leg_mean_net_reference_bps,stress_four_leg_median_net_reference_bps,stress_four_leg_positive_net_reference_fraction,stress_four_leg_bootstrap_lower_95_mean_net_reference_bps,stress_four_leg_bootstrap_upper_95_mean_net_reference_bps
59,ETHUSDT,at_least_2bp,greater_or_equal,2.0,24,77,1673683200001,1733644800000,2.896103896103896,8.871180519480507,8.145400000000025,4.338139999999934,15.038179999999901,7.301796525973989,10.562029935064906,false,4.0,4.871180519480509,4.145400000000025,0.922077922077922,3.301796525973989,6.562029935064905,28.0,-19.12881948051949,-19.854599999999976,0.0,-20.698203474026013,-17.437970064935094,32.0,-23.12881948051949,-23.854599999999976,0.0,-24.698203474026013,-21.437970064935094
59,ETHUSDT,at_least_2bp,greater_or_equal,2.0,72,35,1673683200001,1733472000000,8.885714285714286,23.025314285714234,20.80660000000012,11.383139999999791,38.18995999999994,18.26506899999994,28.48952021428566,false,4.0,19.025314285714234,16.80660000000012,1.0,14.26506899999994,24.48952021428566,28.0,-4.974685714285769,-7.19339999999988,0.34285714285714286,-9.73493100000006,0.48952021428565745,32.0,-8.974685714285767,-11.19339999999988,0.17142857142857143,-13.73493100000006,-3.5104797857143426
59,ETHUSDT,at_least_2bp,greater_or_equal,2.0,168,20,1673683200001,1733126400001,20.8,46.816819999999765,36.09010000000009,23.027169999998474,79.74787999999995,34.02369462499963,62.02228087500006,false,4.0,42.816819999999765,32.09010000000009,1.0,30.023694624999628,58.02228087500006,28.0,18.816819999999765,8.090100000000096,0.75,6.023694624999628,34.02228087500006,32.0,14.816819999999765,4.0901000000000955,0.65,2.0236946249996284,30.022280875000057
59,SOLUSDT,positive,strictly_greater,0.0,24,975,1638316800000,1751155200004,2.790769230769231,1.9240833846152918,1.9999999999997797,-0.9325199999999437,4.93413999999992,1.1518908692306737,2.665556261538363,false,4.0,-2.075916615384709,-2.0000000000002203,0.11384615384615385,-2.848109130769326,-1.334443738461637,28.0,-26.075916615384713,-26.00000000000022,0.0010256410256410256,-26.848109130769327,-25.334443738461637,32.0,-30.07591661538471,-30.00000000000022,0.0,-30.848109130769327,-29.334443738461637
59,SOLUSDT,positive,strictly_greater,0.0,72,381,1638316800000,1750896000000,8.855643044619423,4.050617060367175,4.988499999999951,-3.5996999999999937,13.027499999999081,0.27568008530157034,7.323783576115209,false,4.0,0.05061706036717552,0.9884999999999513,0.5406824146981627,-3.72431991469843,3.323783576115208,28.0,-23.949382939632827,-23.011500000000048,0.031496062992125984,-27.72431991469843,-20.676216423884792,32.0,-27.949382939632827,-27.011500000000048,0.028871391076115485,-31.72431991469843,-24.676216423884792
59,SOLUSDT,positive,strictly_greater,0.0,168,172,1638316800000,1750521600000,21.11046511627907,-5.970615697675038,9.844299999998974,-10.6254499999992,32.268989999998446,-46.84033383720977,17.161482965115628,false,4.0,-9.970615697675038,5.844299999998973,0.6686046511627907,-50.84033383720977,13.161482965115628,28.0,-33.970615697675036,-18.155700000001026,0.12209302325581395,-74.84033383720976,-10.838517034884372,32.0,-37.970615697675036,-22.155700000001026,0.10465116279069768,-78.84033383720976,-14.838517034884372
59,SOLUSDT,at_least_1bp,greater_or_equal,1.0,24,653,1638316800000,1751097600002,2.753445635528331,3.2044598774883926,2.7164999999995665,0.5341599999996172,6.814039999999978,2.63318957120968,3.9178826186829077,false,4.0,-0.7955401225116072,-1.2835000000004335,0.17151607963246554,-1.36681042879032,-0.08211738131709245,28.0,-24.79554012251161,-25.283500000000434,0.0015313935681470138,-25.36681042879032,-24.08211738131709,32.0,-28.795540122511603,-29.283500000000434,0.0,-29.36681042879032,-28.08211738131709
59,SOLUSDT,at_least_1bp,greater_or_equal,1.0,72,282,1638316800000,1750838400000,8.787234042553191,1.3183730496450479,7.434649999999788,-1.07992999999984,17.356900000000063,-13.47770677305001,9.942772535460646,false,4.0,-2.6816269503549512,3.4346499999997877,0.6985815602836879,-17.47770677305001,5.942772535460645,28.0,-26.68162695035495,-20.565350000000212,0.0425531914893617,-41.47770677305001,-18.057227464539356,32.0,-30.681626950354953,-24.565350000000212,0.03900709219858156,-45.47770677305001,-22.057227464539356
59,SOLUSDT,at_least_1bp,greater_or_equal,1.0,168,143,1638316800000,1750032000000,20.83916083916084,-3.3127608391615415,12.705099999998914,-5.8223199999998485,35.79755999999883,-44.377638111888764,20.315995996502746,false,4.0,-7.312760839161542,8.705099999998914,0.7482517482517482,-48.377638111888764,16.315995996502746,28.0,-31.312760839161538,-15.294900000001086,0.15384615384615385,-72.37763811188877,-7.684004003497256,32.0,-35.31276083916154,-19.294900000001086,0.11888111888111888,-76.37763811188877,-11.684004003497256
59,SOLUSDT,at_least_2bp,greater_or_equal,2.0,24,100,1673683200001,1733702400000,2.85,9.070620999999957,7.533549999999833,3.224199999999733,17.142440000000093,7.141847824999974,11.434026774999964,false,4.0,5.0706209999999565,3.5335499999998334,0.82,3.141847824999974,7.434026774999964,28.0,-18.929379000000043,-20.466450000000165,0.01,-20.858152175000026,-16.565973225000036,32.0,-22.929379000000043,-24.466450000000165,0.0,-24.858152175000026,-20.565973225000036
59,SOLUSDT,at_least_2bp,greater_or_equal,2.0,72,45,1673683200001,1733587200000,8.844444444444445,24.48414444444419,19.51889999999984,9.316479999998961,47.42193999999989,17.659597277777337,32.44874038888877,false,4.0,20.48414444444419,15.518899999999839,1.0,13.659597277777337,28.448740388888776,28.0,-3.5158555555558104,-8.481100000000161,0.26666666666666666,-10.340402722222663,4.448740388888775,32.0,-7.515855555555811,-12.481100000000161,0.26666666666666666,-14.340402722222663,0.4487403888887751
59,SOLUSDT,at_least_2bp,greater_or_equal,2.0,168,25,1673683200001,1733702400000,20.72,48.484775999999144,40.09569999999935,18.07261999999832,99.17864000000033,30.744221399998764,68.28497519999975,false,4.0,44.484775999999144,36.09569999999935,1.0,26.744221399998764,64.28497519999975,28.0,20.48477599999915,12.095699999999347,0.68,2.744221399998765,40.28497519999976,32.0,16.48477599999915,8.095699999999347,0.64,-1.2557786000012354,36.28497519999976
