round,symbol,year,episodes,stress_net_pnl_usdt,stress_net_committed_capital_bps,positive
61,BTCUSDT,2020,2,88.7173342536188,44.35866712680941,true
61,BTCUSDT,2021,20,128.1930514781959,64.09652573909796,true
61,BTCUSDT,2023,5,-99.51671052288594,-49.75835526144297,false
61,BTCUSDT,2024,3,-0.7852512147351796,-0.39262560736759156,false
61,ETHUSDT,2021,17,125.54406579737953,62.77203289868974,true
61,ETHUSDT,2023,2,-38.770060609395344,-19.385030304697672,false
61,ETHUSDT,2024,1,-25.097564554414443,-12.548782277207222,false
