round,treatment,interval,scenario,closed_trades,signals_before_cooldowns,blocked_daily_loss_decisions,blocked_cooldown_decisions,active_days,total_return_fraction,maximum_drawdown_fraction,profit_factor,win_rate,mean_trade_initial_capital_bps,mean_hourly_initial_capital_bps,annualized_sharpe,annualized_sortino,gross_round_trip_turnover_fraction,maximum_position_fraction,maximum_holding_minutes,stop_loss_trades,timeout_trades,symbol_return_fraction,maximum_single_symbol_fraction_of_absolute_net_pnl,symbols_with_trades,fixed_initial_capital,profit_reinvestment,leverage,bootstrap_lower_mean_hourly_bps,gate_passed,gate_failures
55,baseline_71,policy_development,base,27,27,0,0,15,0.0029287831542477074,0.0016554048392386587,1.9291527276668177,0.7037037037037037,1.084734501573225,0.019695918992923386,2.5632063847699054,0.28661780381354157,2.406904430149106,0.0758038602875263,60.0,2,25,"{""BTCUSDT"":0.001134008502392572,""ETHUSDT"":0.00026095190237610644,""SOLUSDT"":0.001533822749479029}",0.523706491296386,3,true,false,1.0,,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,baseline_71,policy_development,stress,27,27,0,0,15,0.0024474022682178863,0.0018057485035687638,1.732756060459226,0.7037037037037037,0.906445284525143,0.016458656813839182,2.174489130517032,0.23196892075146333,2.406904430149106,0.0758038602875263,60.0,2,25,"{""BTCUSDT"":0.0010345133372277543,""ETHUSDT"":4.1760647060778825e-05,""SOLUSDT"":0.001371128283929353}",0.5602382173682308,3,true,false,1.0,-0.018585331232089348,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,baseline_71,development_holdout,base,7,7,0,0,5,0.0010475704815170583,0.0016083639251217741,1.651016530244734,0.5714285714285714,1.4965292593100834,0.014569825890362424,1.479954737474401,0.08474521362049534,0.7357843220396529,0.0830681629566263,60.0,3,4,"{""BTCUSDT"":-0.0002229701236599586,""ETHUSDT"":2.4124308781189936e-05,""SOLUSDT"":0.001246416296395827}",0.8345546318012957,3,true,false,1.0,,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,baseline_71,development_holdout,stress,7,7,0,0,5,0.0009004136171091279,0.00164475773495353,1.5471951908210402,0.5714285714285714,1.286305167298754,0.012523137929195103,1.2757087879676599,0.07123040842112605,0.7357843220396529,0.0830681629566263,60.0,3,4,"{""BTCUSDT"":-0.0002603701409013992,""ETHUSDT"":-4.1305214067998596e-05,""SOLUSDT"":0.0012020889720785258}",0.7993865464533102,3,true,false,1.0,-0.05123581712085993,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,ai_program_augmented,policy_development,base,14,14,0,0,7,0.0038901075200451114,0.00022296368270497509,13.323825297081818,0.8571428571428571,2.7786482286036516,0.026160776866476877,5.0514510003708235,1.094346086783027,1.1570835598381568,0.07656206245597909,60.0,0,14,"{""BTCUSDT"":0.0014179110287165187,""ETHUSDT"":0.0021530033312848326,""SOLUSDT"":0.00031919316004376004}",0.5534559958023642,3,true,false,1.0,,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,ai_program_augmented,policy_development,stress,14,14,0,0,7,0.00365869080807748,0.0002531335114627438,11.514558169572547,0.8571428571428571,2.6133505771982,0.024604511150487424,4.9354435321635455,0.9067153892779097,1.1570835598381568,0.07656206245597909,60.0,0,14,"{""BTCUSDT"":0.0013497443478018276,""ETHUSDT"":0.002041088667009178,""SOLUSDT"":0.0002678577932664748}",0.5578740522437592,3,true,false,1.0,-0.0010196917033894845,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,ai_program_augmented,development_holdout,base,5,5,0,0,3,0.0006489519090469333,0.0016083639251217741,1.4032935516774117,0.4,1.2979038180938665,0.009025756732224385,0.9249029536310202,0.05249820334949471,0.44943548911709186,0.08155313830440876,60.0,3,2,"{""BTCUSDT"":-0.0005400725475187368,""ETHUSDT"":-5.7391839830156814e-05,""SOLUSDT"":0.001246416296395827}",0.67597448543389,3,true,false,1.0,,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
55,ai_program_augmented,development_holdout,stress,5,5,0,0,3,0.0005590648112235152,0.00164475773495353,1.3397522763382461,0.4,1.1181296224470303,0.007775588473206052,0.7978663355330821,0.04422680208367433,0.44943548911709186,0.08155313830440876,60.0,3,2,"{""BTCUSDT"":-0.0005534300633583157,""ETHUSDT"":-8.959409749669482e-05,""SOLUSDT"":0.0012020889720785258}",0.6514987892191361,3,true,false,1.0,-0.05598336657684897,false,development_closed_trades;development_active_days;holdout_closed_trades;holdout_active_days;holdout_symbol_concentration;holdout_familywise_bootstrap
