signal,family,horizon_seconds,direction_rows,weighted_roc_auc,unweighted_roc_auc,spearman_information_coefficient,weighted_direction_accuracy,daily_auc_minimum,daily_auc_median,daily_auc_standard_deviation,days_above_chance,routed_rows,delayed_l1_eligible_rows,mean_signal_aligned_gross_midquote_return_bps,mean_cross_spread_gross_return_bps,mean_spread_crossing_cost_bps,mean_fee_and_slippage_cost_bps,mean_historical_latency_drag_bps,mean_delayed_net_return_bps,delayed_net_positive_rate,nonoverlapping_rows,nonoverlapping_weighted_roc_auc,nonoverlapping_mean_delayed_net_return_bps,placebo_observed_rank_descending,placebo_exceedance_fraction,placebo_mean_auc,placebo_auc_standard_deviation,placebo_auc_95_low,placebo_auc_95_high,nonfinite_signal_rows
normalized_ofi,order_flow_imbalance,15,27363,0.5295802273699666,0.529186674936827,0.05010404562773154,0.5220289206366977,0.5132422850907612,0.518560540747858,0.019086454600955465,5,28834,27888,0.1104588244103123,0.07422463639804948,0.03623418801226282,11.999990986742748,0.0527111957389411,-11.925766350344698,0.008605851979345954,17136,0.5360501540625352,-11.896724899714464,1,0.004975124378109453,0.5006232673596096,0.004045668184269901,0.49307555421915833,0.5078294687951165,0
ofi_10s_mean,order_flow_imbalance,15,27363,0.5251892029821414,0.5206469571980948,0.024880167693201307,0.5151612059510831,0.5009706858238664,0.5089798053466966,0.026228002968903215,5,28834,27931,0.043795943203195804,0.007525403742868251,0.036270539460327565,11.999990705385711,0.027176824235320265,-11.992465301642845,0.007983960474025277,17136,0.5359254259693591,-11.955135038086505,1,0.004975124378109453,0.5001312312325669,0.004095787209101867,0.4926236519589885,0.5084240558718984,0
ofi_60s_mean,order_flow_imbalance,15,27363,0.5186864835422911,0.511874816161722,0.000660129750103624,0.5128106726350847,0.5072265497501938,0.5107728050845466,0.013890928503039109,5,28834,27979,-0.057811922559882996,-0.09406973099131255,0.036257808431429575,11.999992286812896,-0.012810127525391287,-12.094062017804207,0.00772007577111405,17136,0.5295009512600972,-12.064884888138078,1,0.004975124378109453,0.5003456262086001,0.0037490330561728152,0.4922617692873645,0.5064613461268237,0
ofi_300s_mean,order_flow_imbalance,15,27363,0.5195525594422991,0.5170641322046348,0.015941825124015447,0.5158101343449304,0.507964095181942,0.5135461923914533,0.012668517355235753,5,28834,28007,0.0076268113327030915,-0.028639771513613816,0.0362665828463169,11.999996083947698,-0.030585602089952525,-12.028635855461312,0.007890884421751706,17136,0.5213076715483883,-12.049921956178471,1,0.004975124378109453,0.500069923577858,0.0030072746783990235,0.49472061478550017,0.5060548124230405,0
trade_imbalance,aggressor_trade_flow,15,27363,0.5176402761754176,0.5144375574166562,0.019205119136283318,0.5129249007130895,0.4987220205830729,0.515453975837156,0.013018404450092771,4,28736,27903,0.02913684512127543,-0.007144619974134351,0.03628146509540977,11.999989820464062,0.004827850773325863,-12.007134440438195,0.007884456868437086,17136,0.52694087803781,-11.983933375455031,1,0.004975124378109453,0.5004628414099415,0.003641930181101854,0.49261788111077465,0.5073165448791992,0
trade_imbalance_10s_mean,aggressor_trade_flow,15,27363,0.5199627865002502,0.515405293758142,0.012332380842747454,0.5162885024969254,0.49357805848787395,0.5124371853167753,0.019817046952034654,4,28834,27986,0.009577205547524427,-0.0267195204255223,0.03629672597304673,11.999992663515057,-0.005369168494709973,-12.026712183940578,0.007468019724147788,17136,0.5258279646216104,-12.015721115076984,1,0.004975124378109453,0.5004622072707213,0.0033571811834864577,0.49342502729653526,0.5073670615159658,0
trade_imbalance_60s_mean,aggressor_trade_flow,15,27363,0.5070187715431703,0.5026259363725122,-0.011477958659360812,0.5069290094729969,0.5005531679511501,0.5052898162745867,0.006067927877980907,5,28834,28021,-0.02229636343212559,-0.05853830490481442,0.03624194147268882,11.999991818807562,-0.025687591483929954,-12.058530123712375,0.00817244209699868,17136,0.5104257446304739,-12.046666274292809,10,0.04975124378109453,0.5004363656416999,0.0037886937913678078,0.49373848404807774,0.508332336285997,0
trade_imbalance_300s_mean,aggressor_trade_flow,15,27363,0.5062336829286124,0.5063135977333569,0.007160950575995717,0.5027183037501242,0.4912408486711602,0.5058506902809119,0.01044467559065009,3,28834,27988,-0.007996299223928263,-0.04426227329403821,0.036265974070109945,11.999994912685986,-0.028458958842317444,-12.044257185980022,0.007824782049449764,17136,0.5050049817800472,-12.062054951687438,9,0.04477611940298507,0.5008026382680931,0.003397924884678131,0.4941846285791007,0.5069525894019642,0
signed_pressure_to_opposing_depth_10s,depth_normalized_aggressor_flow,15,27363,0.5216498292903071,0.5184398774665422,0.01854062145606835,0.5084214115664069,0.4922159014844099,0.5153000990806313,0.0238790542719097,4,28834,27999,0.01559905480213108,-0.020715511844864583,0.03631456664699566,11.999992814727326,-0.004257115475698967,-12.020708326572189,0.008536019143540841,17136,0.5293484631659512,-11.992856200087116,1,0.004975124378109453,0.5002714837754776,0.0033658439112264392,0.4936399640989623,0.5069769387409552,0
signed_pressure_to_opposing_depth_60s,depth_normalized_aggressor_flow,15,27363,0.5062524193635809,0.5051277556963194,-0.005858386891216836,0.49375856121414846,0.4930851787890293,0.5085904599835741,0.012042471480998407,3,28834,28018,-0.04534608392994119,-0.0816088623238258,0.0362627783938846,11.999991956178254,-0.023088957624001472,-12.081600818502078,0.008815761296309515,17136,0.5126127401578585,-12.075886029782485,5,0.024875621890547265,0.49944296083963,0.0034482423506625266,0.49328357109608834,0.5056113497619785,0
signed_pressure_to_opposing_depth_300s,depth_normalized_aggressor_flow,15,27363,0.4918565635102167,0.49491342076565814,-0.015534489237139954,0.48128234648411106,0.4732604429870835,0.49305795980702405,0.01045211583417094,1,28834,28003,-0.05752029843606916,-0.09369502048294231,0.036174722046873165,11.99999385784658,-0.02688107011944919,-12.093688878329523,0.009320429953933507,17136,0.49345772544155614,-12.10668885655056,199,0.9900497512437811,0.5003114460787321,0.003857161519229972,0.49231715717372765,0.5064110677224711,0
l1_imbalance,displayed_l1_depth_imbalance,30,28267,0.535375114156211,0.5328192371693483,0.0559133331842798,0.5242198952328012,0.5120480091401653,0.5358717280368995,0.017340140247400684,5,28823,27802,0.15279840065813086,0.11642821744108164,0.03637018321704922,12.000027494236182,0.08454850891448187,-11.8835992767951,0.020502122149485647,10546,0.5476548511092582,-11.794434723089834,1,0.004975124378109453,0.49980880762462215,0.003792158967357145,0.49272995128827307,0.5064449696029245,0
microprice_offset_bps,microprice,30,28267,0.5342158154269807,0.5314883066024095,0.053461208119671144,0.5238917262867657,0.5126022504973686,0.5333643155998473,0.01679580094980961,5,28823,27801,0.15683385410232217,0.12048136304740394,0.0363524910549182,12.000029632918936,0.0841446044717051,-11.879548269871535,0.020718679184202008,10546,0.5470819433152339,-11.749925017664637,1,0.004975124378109453,0.5001984744002111,0.004032858494972886,0.4928004886949915,0.5077909894605803,0
normalized_ofi,order_flow_imbalance,30,28267,0.5171533698547748,0.5161361009521153,0.032164314579511584,0.5127298442159589,0.4966615247323344,0.5209406157888099,0.01428494429258648,4,28823,27850,0.11560204823105982,0.07943270706678969,0.036169341164270126,12.000028833673401,0.055085174591077195,-11.920596126606613,0.02035906642728905,10546,0.5276003917357338,-11.871890638155266,1,0.004975124378109453,0.4998597633636636,0.0036029446269589993,0.4932635769127774,0.5079691370982099,0
