round,symbol,episode_id,decision_time_ms,decision_time_utc,episode_stress_net_committed_capital_bps,cumulative_stress_net_committed_capital_bps
61,ETHUSDT,65d24697aac07b72d39e,1619798400003,2021-04-30T16:00:00Z,7.588316500153251,133.98888682121685
61,ETHUSDT,6227e8196ebf0e89b5ef,1620432000006,2021-05-08T00:00:00Z,7.295285576487054,141.2841723977039
61,ETHUSDT,067e896c2c84127b2d55,1621036800022,2021-05-15T00:00:00Z,-20.9833312428219,120.30084115488201
61,ETHUSDT,2afc5b2d2436f34d8d3d,1629417600000,2021-08-20T00:00:00Z,-23.45997044548953,96.84087070939248
61,ETHUSDT,4ff515d428289166d8eb,1630425600003,2021-08-31T16:00:00Z,31.758585058384003,128.59945576777648
61,ETHUSDT,7b484c0d8ae569889b50,1633564800007,2021-10-07T00:00:00Z,-18.107613791167587,110.4918419766089
61,ETHUSDT,b4d76db48f604ee018fd,1636934400008,2021-11-15T00:00:00Z,-20.92700146990898,89.56484050669991
61,ETHUSDT,eeb513d212a2ee6f644c,1637856000000,2021-11-25T16:00:00Z,-26.792807608010172,62.77203289868974
61,ETHUSDT,29d35a87a833706b41c6,1699545600000,2023-11-09T16:00:00Z,-20.813958916005205,41.95807398268453
61,ETHUSDT,cc7c4b8afe6eaaba6685,1703692800000,2023-12-27T16:00:00Z,1.4289286113075332,43.387002593992065
61,ETHUSDT,f6d71e0f3946f4e14d0f,1732521600000,2024-11-25T08:00:00Z,-12.548782277207222,30.83822031678484
