aggregate_mean_net_bps_delta_utility_minus_equal,aggregate_trade_delta_utility_minus_equal,architecture,equal_ai_entry_support_passed,equal_ml_gate_passed,horizon_minutes,mean_monthly_log_loss_delta_utility_minus_equal,utility_ai_entry_support_passed,utility_ml_gate_passed
1.3567648656811109,-933,shared_two_stage_hurdle_lightgbm,True,False,120,4.31338946025317e-05,True,False
-0.4505599746812958,-906,per_symbol_direct_multiclass_lightgbm,True,False,30,0.0018561085065207372,True,False
