round_id,generated_at_utc,symbol_count,accepted_symbol_count,mean_roi_pct,median_roi_pct,mean_baseline_roi_pct,mean_market_edge_pct,median_market_edge_pct,worst_max_drawdown_pct,total_trades,total_closed_trades,zero_trade_symbol_count,profitable_symbol_count,critical_verdict,mean_low_liquidity_sample_rate_pct
round-side-threshold-window-smoke,2026-07-06T16:45:48.615364Z,3,0,-0.04869541446409661,-0.06019871112706596,-0.8918786806126517,0.8431832661485552,0.9453353174357477,0.08588753226522386,2,2,1,0,fail,40.71935193559274
