round_id,generated_at_utc,symbol_count,accepted_symbol_count,mean_roi_pct,median_roi_pct,mean_baseline_roi_pct,mean_market_edge_pct,median_market_edge_pct,worst_max_drawdown_pct,total_trades,total_closed_trades,zero_trade_symbol_count,profitable_symbol_count,critical_verdict,mean_low_liquidity_sample_rate_pct
round-expanded-candidate-smoke,2026-07-06T12:49:25.895560Z,3,0,-0.05778156766116733,-0.08588753226522386,-0.15051795740212404,0.09273638974095674,0.018603389628147626,0.08745717071827812,2,2,1,0,fail,22.89952791662389
