round_id,symbol,objective,risk_level,leverage,effective_leverage,leverage_applies,risk_per_trade,max_position_pct,max_drawdown_limit_pct,accepted,reason,start_utc,end_utc,duration_years,candles,rows,training_rows,training_positive_rate_pct,model_candidate_count,model_selected_candidate,model_selection_score,model_training_backend_kind,model_training_backend_device,probability_calibration_backend_kind,probability_calibration_backend_device,threshold_source,threshold_calibration_score,threshold_calibration_pnl,threshold_calibration_trades,threshold_diagnostic_best_threshold,threshold_diagnostic_best_score,threshold_diagnostic_best_pnl,threshold_diagnostic_best_trades,decision_threshold,round_selection_gate_passed,round_selection_reject_reason,model_quality_warnings,meta_label_policy_reason,starting_cash,ending_cash,realized_pnl,roi_pct,buy_hold_pnl,buy_hold_roi_pct,edge_vs_buy_hold,market_edge_pct,max_drawdown_pct,trades,closed_trades,win_rate_pct,total_fees,profit_factor,expectancy,avg_trade_return_pct,max_consecutive_losses,low_liquidity_sample_rate_pct,weekend_sample_rate_pct,scoring_backend_kind,scoring_backend_device,chart_path,timeline_csv_path,stopped_by_liquidation,liquidation_events,liquidation_loss
round-1s-db-btc-research,BTCUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,selection_gate_failed: closed_trades<5; realized_pnl<=0.0; realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,2019-12-31T18:00:03Z,2019-12-31T23:59:46Z,0.0006839239992901869,86393,21584,51802,0.015443419173004902,1,default,0.0,directml,privateuseone:0,directml,privateuseone:0,round_selection_rejected_best_threshold_diagnostic,-1.7703397260086144,-0.8651286106990028,1,0.5375,-1.7703397260086144,-0.8651286106990028,1,0.5375,False,closed_trades<5; realized_pnl<=0.0,round_selection_gate_failed_diagnostic_holdout_only,,1000.0,999.3347163286696,-0.6652836713303714,-0.06652836713303714,0.04580444476637126,0.004580444476637126,-0.7110881160967426,-0.07110881160967426,0.06652836713303714,1,1,0.0,0.0399374653794049,0.0,-0.6652836713303943,-0.06652836713303943,1,6.368313271065381,0.0,directml,privateuseone:0,docs/optimization/round-1s-db-btc-research/charts/01-BTCUSDT-conservative.svg,docs/optimization/round-1s-db-btc-research/data/01-BTCUSDT-conservative-timeline.csv.gz,False,0,0.0
