round_id,generated_at_utc,symbol_count,accepted_symbol_count,mean_roi_pct,median_roi_pct,mean_baseline_roi_pct,mean_market_edge_pct,median_market_edge_pct,worst_max_drawdown_pct,total_trades,total_closed_trades,zero_trade_symbol_count,profitable_symbol_count,critical_verdict,mean_low_liquidity_sample_rate_pct
round-1s-db-btc-research,2026-07-06T06:02:47.283635Z,1,0,-0.06652836713303714,-0.06652836713303714,0.004580444476637126,-0.07110881160967426,-0.07110881160967426,0.06652836713303714,1,1,0,0,fail,6.368313271065381
