round_id,symbol,objective,risk_level,leverage,effective_leverage,leverage_applies,risk_per_trade,max_position_pct,max_drawdown_limit_pct,accepted,reason,start_utc,end_utc,duration_years,candles,rows,starting_cash,ending_cash,realized_pnl,roi_pct,buy_hold_pnl,buy_hold_roi_pct,edge_vs_buy_hold,market_edge_pct,max_drawdown_pct,trades,closed_trades,win_rate_pct,total_fees,profit_factor,expectancy,avg_trade_return_pct,max_consecutive_losses,low_liquidity_sample_rate_pct,weekend_sample_rate_pct,scoring_backend_kind,scoring_backend_device,chart_path,timeline_csv_path
round-010-futures-selection-guard-conservative-5x-realdata,BTCUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; stopped_by_drawdown; profit_factor<1.1; expectancy<=0.0; max_consecutive_losses>3,2020-10-01T12:06:59Z,2020-12-31T23:51:59Z,0.25048482774355463,527040,131746,1000.0,898.7732864194575,-101.22671358054254,-10.122671358054253,826.7747462951688,82.67747462951688,-928.0014598757114,-92.80014598757114,10.122671358054253,68,68,0.0,6.385877131631083,0.0,-1.4886281408903292,-0.15678568663466064,68,12.262706186389305,27.050697125354944,directml,privateuseone:0,docs/optimization/round-010-futures-selection-guard-conservative-5x-realdata/charts/01-BTCUSDT-conservative.svg,docs/optimization/round-010-futures-selection-guard-conservative-5x-realdata/data/01-BTCUSDT-conservative-timeline.csv
round-010-futures-selection-guard-conservative-5x-realdata,ETHUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,closed_trades<5; realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,2020-10-01T12:06:59Z,2020-12-31T23:51:59Z,0.25048482774355463,527040,131746,1000.0,992.2562903055335,-7.7437096944664745,-0.7743709694466474,498.62549602203256,49.86254960220325,-506.36920571649904,-50.6369205716499,0.970832205069064,2,2,50.0,0.19833944662852224,0.14530132676711585,-3.8718548472332026,-0.386583667845264,1,13.76239484938202,28.705139652552596,directml,privateuseone:0,docs/optimization/round-010-futures-selection-guard-conservative-5x-realdata/charts/02-ETHUSDT-conservative.svg,docs/optimization/round-010-futures-selection-guard-conservative-5x-realdata/data/02-ETHUSDT-conservative-timeline.csv
