symbol,candidate_index,name,selected,score,signal_threshold,stop_loss_pct,take_profit_pct,cooldown_minutes,min_position_hold_bars,flat_signal_exit_grace_bars,label_threshold,label_lookahead,label_mode,model_family,probability_inverted,hybrid_profile,hybrid_base_score,hybrid_best_score,hybrid_evaluated_profiles,hybrid_expert_count,round_selection_gate_passed,round_selection_reject_reason,threshold_source,decision_threshold,long_decision_threshold,short_decision_threshold,threshold_calibration_score,threshold_calibration_pnl,threshold_calibration_trades,threshold_diagnostic_best_threshold,threshold_diagnostic_best_long_threshold,threshold_diagnostic_best_short_threshold,threshold_diagnostic_best_score,threshold_diagnostic_best_pnl,threshold_diagnostic_best_trades,selection_realized_pnl,selection_closed_trades,selection_max_drawdown,selection_win_rate,selection_total_fees,selection_profit_factor,selection_expectancy,selection_edge_vs_buy_hold,selection_trades_per_day_cap_hit,selection_regime_entry_skips,selection_meta_label_skips,selection_liquidation_events,selection_reject_reason
BTCUSDT,1,default,True,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,advanced_logistic,False,base_selection_gate_failed,0.0,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.136516363405168,-0.5482835984241774,1,0.55,0.55,0.44999999999999996,-1.136516363405168,-0.5482835984241774,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3202111781769656,0,791,0,0,realized_pnl<=0.0; market_edge_pct<0.002
BTCUSDT,2,positive_information_event_barrier,False,0.0007989845028197108,0.56,0.0016,0.0022,2,3,3,0.0015,64,event_volatility_triple_barrier,advanced_logistic,False,,,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.1637201450144867,-0.5618861694254065,1,0.5,0.5,,-1.1637201450144867,-0.5618861694254065,1,-0.5942635126898494,1,0.0005942635126898495,0.0,0.040055420809188065,0.0,-0.5942635126898264,0.7533588716531665,0,47520,0,0,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
BTCUSDT,3,downside_information_event_barrier,False,0.0007646418809709901,0.56,0.0016,0.0022,2,3,3,0.0015,64,downside_event_volatility_triple_barrier,advanced_logistic,True,,,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.2274551454103784,-0.5936998904788879,1,0.5,,0.5,-1.2274551454103784,-0.5936998904788879,1,-0.6027178458531353,1,0.0006027178458531353,0.0,0.04005626615796952,0.0,-0.602717845853202,0.7449045384898807,0,37939,0,0,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
ETHUSDT,1,default,False,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,advanced_logistic,False,,,,0,0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.2786089945809607,-0.6193334668607804,1,0.5375,0.5375,0.4625,-1.2786089945809607,-0.6193334668607804,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.6004658299650987,0,440,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002
ETHUSDT,2,positive_information_event_barrier,False,0.0004658446754193281,0.56,0.0016,0.0022,2,3,3,0.0015,64,event_volatility_triple_barrier,advanced_logistic:round_selection_inverted,True,,,,0,0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.1319275706008056,-0.5459890872849655,1,0.5,0.5,,-1.1319275706008056,-0.5459890872849655,1,-0.6774259007095225,1,0.0006774259007095224,0.0,0.03993625103503255,0.0,-0.677425900709532,-2.244664284045864,0,38416,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
ETHUSDT,3,downside_information_event_barrier,True,0.0,0.56,0.0016,0.0022,2,3,3,0.0015,64,downside_event_volatility_triple_barrier,advanced_logistic,True,base_selection_gate_failed,0.0,,0,0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.2555118850614382,-0.607784334586654,1,0.5125,0.5125,,-1.2555118850614382,-0.607784334586654,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.5672383833363415,0,34,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002
SOLUSDT,1,default,True,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,advanced_logistic,False,base_selection_gate_failed,0.0,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.2515618228019902,-0.6058092046905585,1,0.6125,0.6125,0.38749999999999996,-1.2515618228019902,-0.6058092046905585,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.30273329833317,0,1813,0,0,realized_pnl<=0.0; market_edge_pct<0.002
SOLUSDT,2,positive_information_event_barrier,False,0.00046580966154544145,0.56,0.0016,0.0022,2,3,3,0.0015,64,event_volatility_triple_barrier,advanced_logistic:round_selection_inverted,True,,,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.2492561185699842,-0.6046562949233021,1,0.6,0.6,,-1.2492561185699842,-0.6046562949233021,1,-0.6774259007095225,1,0.0006774259007095224,0.0,0.03993625103503255,0.0,-0.6774259007095317,0.7069191496346048,0,25889,0,0,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
SOLUSDT,3,downside_information_event_barrier,False,0.0006030064516454473,0.56,0.0016,0.0022,2,3,3,0.0015,64,downside_event_volatility_triple_barrier,advanced_logistic,True,,,,0,0,False,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_no_entry_diagnostic_recorded,1.0,1.0,,-1.160799818240692,-0.5603738930273039,1,0.5625,,0.4375,-1.160799818240692,-0.5603738930273039,1,-0.6431267031845209,1,0.000643126703184521,0.0,0.04006030663965449,0.0,-0.643126703184577,0.7412183471596063,0,44196,0,0,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
