round_id,symbol,objective,timestamp_ms,timestamp_utc,strategy_equity,baseline_equity,strategy_drawdown,baseline_drawdown,quote_volume,trade_count,rolling_quote_volume_median,rolling_trade_count_median,clock_bucket,clock_bucket_quote_volume_median,clock_bucket_trade_count_median,data_probed_low_session_flag,low_liquidity_flag,weekend_flag,utc_hour,utc_weekday
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996432999,2017-08-17T19:00:32Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996433999,2017-08-17T19:00:33Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996434999,2017-08-17T19:00:34Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996435999,2017-08-17T19:00:35Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996436999,2017-08-17T19:00:36Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996437999,2017-08-17T19:00:37Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996438999,2017-08-17T19:00:38Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996439999,2017-08-17T19:00:39Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996440999,2017-08-17T19:00:40Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996441999,2017-08-17T19:00:41Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996442999,2017-08-17T19:00:42Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996443999,2017-08-17T19:00:43Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996444999,2017-08-17T19:00:44Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996445999,2017-08-17T19:00:45Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996446999,2017-08-17T19:00:46Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996447999,2017-08-17T19:00:47Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996448999,2017-08-17T19:00:48Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996449999,2017-08-17T19:00:49Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996450999,2017-08-17T19:00:50Z,1000.0,999.99,0.0,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996451999,2017-08-17T19:00:51Z,1000.0,999.99,0.0,9.999999999990905e-06,2219.11982325,3,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996452999,2017-08-17T19:00:52Z,999.6921398571767,999.99,0.00030786014282330144,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996453999,2017-08-17T19:00:53Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996454999,2017-08-17T19:00:54Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996455999,2017-08-17T19:00:55Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996456999,2017-08-17T19:00:56Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996457999,2017-08-17T19:00:57Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996458999,2017-08-17T19:00:58Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996459999,2017-08-17T19:00:59Z,999.5236598674733,999.99,0.00047634013252672956,9.999999999990905e-06,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996460999,2017-08-17T19:01:00Z,999.5236598674733,999.3959154750914,0.00047634013252672956,0.0006040845249085578,16609.46671872,1,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996489999,2017-08-17T19:01:29Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996490999,2017-08-17T19:01:30Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996491999,2017-08-17T19:01:31Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996492999,2017-08-17T19:01:32Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996493999,2017-08-17T19:01:33Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996494999,2017-08-17T19:01:34Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996495999,2017-08-17T19:01:35Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996496999,2017-08-17T19:01:36Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996497999,2017-08-17T19:01:37Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996498999,2017-08-17T19:01:38Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996499999,2017-08-17T19:01:39Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996500999,2017-08-17T19:01:40Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996501999,2017-08-17T19:01:41Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996502999,2017-08-17T19:01:42Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996503999,2017-08-17T19:01:43Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996504999,2017-08-17T19:01:44Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996505999,2017-08-17T19:01:45Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996506999,2017-08-17T19:01:46Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996507999,2017-08-17T19:01:47Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996508999,2017-08-17T19:01:48Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996509999,2017-08-17T19:01:49Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996510999,2017-08-17T19:01:50Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996511999,2017-08-17T19:01:51Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996512999,2017-08-17T19:01:52Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996513999,2017-08-17T19:01:53Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996514999,2017-08-17T19:01:54Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996515999,2017-08-17T19:01:55Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996516999,2017-08-17T19:01:56Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996517999,2017-08-17T19:01:57Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996518999,2017-08-17T19:01:58Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996519999,2017-08-17T19:01:59Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996520999,2017-08-17T19:02:00Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996521999,2017-08-17T19:02:01Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996522999,2017-08-17T19:02:02Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996523999,2017-08-17T19:02:03Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996524999,2017-08-17T19:02:04Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996525999,2017-08-17T19:02:05Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996526999,2017-08-17T19:02:06Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996527999,2017-08-17T19:02:07Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996528999,2017-08-17T19:02:08Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996529999,2017-08-17T19:02:09Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996530999,2017-08-17T19:02:10Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996531999,2017-08-17T19:02:11Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996532999,2017-08-17T19:02:12Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996533999,2017-08-17T19:02:13Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996534999,2017-08-17T19:02:14Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996535999,2017-08-17T19:02:15Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996536999,2017-08-17T19:02:16Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996537999,2017-08-17T19:02:17Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996538999,2017-08-17T19:02:18Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996539999,2017-08-17T19:02:19Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996540999,2017-08-17T19:02:20Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996541999,2017-08-17T19:02:21Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996542999,2017-08-17T19:02:22Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996543999,2017-08-17T19:02:23Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996544999,2017-08-17T19:02:24Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,4494.51735656,4,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996546999,2017-08-17T19:02:26Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996547999,2017-08-17T19:02:27Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996548999,2017-08-17T19:02:28Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996549999,2017-08-17T19:02:29Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996550999,2017-08-17T19:02:30Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
round-005-conservative-5x-spot-1s-realdata,BTCUSDT,conservative,1502996551999,2017-08-17T19:02:31Z,999.5236598674733,999.5378004308229,0.00047634013252672956,0.0004621995691770735,0.0,0,0.0,0.0,3:19:00,0.0,0.0,False,False,False,19,3
