date,week,n_trades,longshot_fraction,longshot_winrate,longshot_gap,longshot_gap_ma4w,longshot_gap_ma13w,longshot_gap_ma52w,longshot_gap_z52w
2025-05-12,2025-W20,175908,0.4594390249448575,0.0279266014179833,-0.022073398582016703,-0.02256677932447993,-0.029176532642434066,-0.016739202490888703,-0.24830427877319153
2025-05-19,2025-W21,142934,0.4549232512908055,0.017332062007874,-0.032667937992126,-0.021820216916615176,-0.030285933304956623,-0.017772290367255496,-0.7122457446879854
2025-05-26,2025-W22,132233,0.4607624420530427,0.0292148109243697,-0.020785189075630303,-0.022880369443772128,-0.029665426691402024,-0.01948132499964187,-0.0765599052164663
2025-06-02,2025-W23,133435,0.4299921310001124,0.0447748187395426,-0.005225181260457401,-0.020187926727557606,-0.028114222000524994,-0.02096383571916723,1.3901657601891373
2025-06-09,2025-W24,105371,0.3776845621660609,0.02952483855567,-0.020475161444330002,-0.01978836744313593,-0.027230072367174132,-0.021488707704984764,0.09544601533591048
2025-06-16,2025-W25,112400,0.382873665480427,0.0280469385383989,-0.021953061461601104,-0.017109648310504703,-0.026698861331367344,-0.02206352480190432,0.011306361111085518
2025-06-23,2025-W26,109119,0.4366517288464887,0.0172308854702289,-0.032769114529771104,-0.020105629674039904,-0.026362525722993795,-0.02252919341115238,-1.056723882695141
2025-06-30,2025-W27,188891,0.4552784410056593,0.0165585246168515,-0.033441475383148504,-0.027159703204712678,-0.02589297544680963,-0.023089160318834824,-1.094781717763933
2025-07-07,2025-W28,291155,0.4367570538029572,0.0130540089962568,-0.036945991003743205,-0.03127741059456598,-0.02569204898299149,-0.023514675050820978,-1.4029348003393798
2025-07-14,2025-W29,207761,0.4264900534749062,0.0093219573853376,-0.0406780426146624,-0.0359586558828313,-0.025785251697183823,-0.023742962153871297,-1.7210055191240363
2025-07-21,2025-W30,226383,0.4512573824006219,0.0149182141214013,-0.035081785878598705,-0.036536823720038206,-0.02574122079372334,-0.0240195992420252,-1.111281043559652
2025-07-28,2025-W31,181464,0.4354417405105145,0.0233620613285748,-0.026637938671425204,-0.034835939542107376,-0.026517633078678934,-0.024291105196321296,-0.23883067540963202
2025-08-04,2025-W32,147299,0.4095547152390715,0.0182173819351202,-0.0317826180648798,-0.033545096307391525,-0.02773206892018388,-0.024429772791831804,-0.7441311761564449
2025-08-11,2025-W33,263515,0.4237519685786388,0.0199435812474813,-0.0300564187525187,-0.030889690341855604,-0.028346147394837876,-0.024695335852685997,-0.5446937927021676
2025-08-18,2025-W34,227357,0.4228943907599062,0.0161313807879519,-0.033868619212048104,-0.030586398675217955,-0.028438507488678044,-0.025203512328046993,-0.9013288410704932
2025-08-25,2025-W35,143293,0.4380255839433887,0.0160915145142274,-0.033908485485772605,-0.032404035378804805,-0.029447991827919757,-0.025799336766421065,-0.8857531618352767
2025-09-01,2025-W36,83205,0.3979207980289646,0.0229544836751336,-0.027045516324866403,-0.031219759943801453,-0.031126479140566602,-0.025764724706377858,-0.1400270320593802
2025-09-08,2025-W37,148520,0.43462833288446,0.0203869808368576,-0.029613019163142403,-0.03110891004645738,-0.03182939127278294,-0.02606911028449719,-0.39365867288217626
2025-09-15,2025-W38,158679,0.4510426710528803,0.0190440262117338,-0.030955973788266204,-0.030380748690511904,-0.032521922990218714,-0.026138872411777044,-0.5336642381123392
2025-09-22,2025-W39,212031,0.4855374921591654,0.0154348269531515,-0.0345651730468485,-0.030544920580780878,-0.032660081337686206,-0.0266352825037567,-0.9055171965919417
2025-09-29,2025-W40,180101,0.4774098977795792,0.0225512316531367,-0.027448768346863304,-0.030645733586280102,-0.032199103873356574,-0.026889122221502335,-0.06522102342743297
2025-10-06,2025-W41,250145,0.422674848587819,0.0285254894542703,-0.021474510545729703,-0.02861110643192693,-0.031008989991970923,-0.02667745871933891,0.6066962371361347
2025-10-13,2025-W42,290801,0.3752841290091849,0.0296335663823041,-0.0203664336176959,-0.025963721389284353,-0.029446558530665808,-0.02689494568859114,0.7905917101294027
2025-10-20,2025-W43,347284,0.3936173276050725,0.0285887766373804,-0.0214112233626196,-0.022675233968227126,-0.02839497679866742,-0.02696753021539487,0.6783346171194585
2025-10-27,2025-W44,431668,0.3621672211051085,0.0376432811380616,-0.012356718861938405,-0.018902221596995904,-0.027296421428706898,-0.02676398832383827,1.710795250283018
2025-11-03,2025-W45,494793,0.3197013700678869,0.0334353229742202,-0.016564677025779802,-0.017674763217008428,-0.02612581057954536,-0.026788223173608343,1.2186097990458693
2025-11-10,2025-W46,501600,0.3179485645933014,0.0394524808286776,-0.010547519171322406,-0.015220034605415055,-0.024625125996376413,-0.02644869215469225,1.8312452217795836
2025-11-17,2025-W47,562375,0.2666423649699933,0.0330970370716157,-0.0169029629283843,-0.014092969496856227,-0.023320075513017655,-0.026429729723184366,1.0946067248389035
2025-11-24,2025-W48,554785,0.2775273304072749,0.0215304478852748,-0.028469552114725204,-0.01812117781005293,-0.02290169602293709,-0.026274104821798018,-0.2555741096383334
2025-12-01,2025-W49,481209,0.2853001502465664,0.042982321963158,-0.007017678036842001,-0.015734428062818478,-0.021361093077704445,-0.02587999986836985,2.097433449743823
2025-12-08,2025-W50,413870,0.3019837146930195,0.0491750812116944,-0.0008249187883056022,-0.013303777967064275,-0.01914662381810161,-0.025190494012264513,2.5624925684104456
2025-12-15,2025-W51,452411,0.2980895689981013,0.0383734122305519,-0.011626587769448103,-0.01198468417733023,-0.017659747970500215,-0.024870312756748413,1.367961707046358
2025-12-22,2025-W52,394783,0.3240894364752281,0.0511000820665129,0.0011000820665128946,-0.004592275632020703,-0.014916266807933955,-0.024296646500250395,2.462967743179439
2025-12-29,2026-W01,438452,0.2901366626221342,0.0485885654542453,-0.0014114345457547015,-0.003190714759248878,-0.012913394977079447,-0.023980183329177576,2.0983305833741266
2026-01-05,2026-W02,549903,0.2672125811279444,0.0492170326865884,-0.0007829673134116047,-0.0031802268905253787,-0.011321737805362673,-0.023577305771408794,2.0309308454604316
2026-01-12,2026-W03,489603,0.3072162548023602,0.0318587365537782,-0.0181412634462218,-0.004808895809718803,-0.011150570869095433,-0.023512371136644457,0.4776234107157012
2026-01-19,2026-W04,630657,0.332205937617437,0.0374066861408633,-0.012593313859136701,-0.008232244791131202,-0.010472270138058286,-0.023460904966119703,0.962586724912412
2026-01-26,2026-W05,623500,0.3649639133921411,0.0472940607765155,-0.002705939223484506,-0.008555870960563653,-0.009729902473561832,-0.023115982438567613,1.7525122234250305
2026-02-02,2026-W06,669282,0.3337770924662548,0.056049706568304,0.006049706568303996,-0.006847702490134753,-0.007990334504786156,-0.022514511829148827,2.3179618422881374
2026-02-09,2026-W07,669954,0.3333124363762288,0.044164009601261,-0.005835990398738999,-0.0037713842282640526,-0.0076279092145874325,-0.022443928812058943,1.338360376942819
2026-02-16,2026-W08,624334,0.2826147542821631,0.0479126758328327,-0.0020873241671673023,-0.001144886805271703,-0.006488244694493817,-0.022133190250286535,1.5765647620369176
2026-02-23,2026-W09,772879,0.2876181135727584,0.0605054567374737,0.010505456737473697,0.0021579621849678477,-0.003490167090478517,-0.021376320408184345,2.3691817314757997
2026-03-02,2026-W10,651188,0.3021139824443939,0.0385497095047602,-0.011450290495239802,-0.002217037080918102,-0.0038311372795860406,-0.02110823287459552,0.7146584375929689
2026-03-09,2026-W11,634742,0.3220678637934783,0.034950838917967,-0.015049161082033004,-0.004520329751741603,-0.004925309763718916,-0.020782849305444398,0.42626529354022535
2026-03-16,2026-W12,625541,0.34580467147637,0.0294709104777754,-0.020529089522224604,-0.009130771090505928,-0.0056101175908555715,-0.020622662470735464,0.006981787180233813
2026-03-23,2026-W13,907938,0.3480237637371715,0.0261532229479973,-0.023846777052002704,-0.017718829537875028,-0.0075291067538183105,-0.020366995155608067,-0.26348980613229406
2026-03-30,2026-W14,672890,0.3327007386051211,0.0404518673700479,-0.009548132629952105,-0.017243290071553105,-0.00815500660644888,-0.019790120225923635,0.7874827420558868
2026-04-06,2026-W15,754360,0.34658783604645,0.0448571821978795,-0.005142817802120503,-0.014766704251574978,-0.008490379720964948,-0.01912828912532251,1.0879318326300587
2026-04-13,2026-W16,701643,0.3818437581505124,0.0265342380877731,-0.023465761912226903,-0.015500872349075554,-0.008899956526042264,-0.018820584405746833,-0.3702361041634655
2026-04-20,2026-W17,747973,0.3816768787108625,0.0326252959885667,-0.017374704011433303,-0.013882854088933205,-0.009267755768526618,-0.018469055874743914,0.08882969827094012
2026-04-27,2026-W18,417721,0.3465447032828131,0.0443357580530398,-0.005664241946960205,-0.01291188141818523,-0.009495317516486286,-0.01825981862435849,1.012119775115015
2026-05-04,2026-W19,429109,0.3418432146610768,0.0439981457242582,-0.006001854275741805,-0.013126640536590555,-0.010422360658335964,-0.018067643665712837,0.9608768858921173
2026-05-11,2026-W20,447300,0.3227856025039123,0.0437104348187447,-0.006289565181255299,-0.008832591353847653,-0.010457251026221833,-0.017764108408005887,0.9071670529681345
