round_id,symbol,objective,risk_level,leverage,effective_leverage,leverage_applies,risk_per_trade,max_position_pct,max_drawdown_limit_pct,accepted,reason,start_utc,end_utc,duration_years,candles,rows,starting_cash,ending_cash,realized_pnl,roi_pct,buy_hold_pnl,buy_hold_roi_pct,edge_vs_buy_hold,market_edge_pct,max_drawdown_pct,trades,closed_trades,win_rate_pct,total_fees,profit_factor,expectancy,avg_trade_return_pct,max_consecutive_losses,low_liquidity_sample_rate_pct,weekend_sample_rate_pct,scoring_backend_kind,scoring_backend_device,chart_path,timeline_csv_path
round-009-futures-conservative-5x-realdata,BTCUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; stopped_by_drawdown; profit_factor<1.1; expectancy<=0.0; max_consecutive_losses>3,2020-10-01T12:06:59Z,2020-12-31T23:51:59Z,0.25048482774355463,527040,131746,1000.0,899.1409878655238,-100.85901213447619,-10.085901213447618,826.7747462951688,82.67747462951688,-927.633758429645,-92.7633758429645,10.085901213447618,68,68,0.0,6.3587531636990695,0.0,-1.4832207666834822,-0.1561833345837426,68,12.119786240043021,27.561926528417303,directml,privateuseone:0,docs/optimization/round-009-futures-conservative-5x-realdata/charts/01-BTCUSDT-conservative.svg,docs/optimization/round-009-futures-conservative-5x-realdata/data/01-BTCUSDT-conservative-timeline.csv
round-009-futures-conservative-5x-realdata,ETHUSDT,conservative,conservative,5.0,5.0,True,0.005,0.1,10.0,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; stopped_by_drawdown; profit_factor<1.1; expectancy<=0.0; max_consecutive_losses>3,2020-10-01T12:06:59Z,2020-12-31T23:51:59Z,0.25048482774355463,527040,131746,1000.0,899.6903266875902,-100.30967331240981,-10.03096733124098,498.62549602203256,49.86254960220325,-598.9351693344424,-59.893516933444246,10.03096733124098,64,64,0.0,5.966163985602968,0.0,-1.567338645506405,-0.16500748566189558,64,14.235524380310968,29.167629074022294,directml,privateuseone:0,docs/optimization/round-009-futures-conservative-5x-realdata/charts/02-ETHUSDT-conservative.svg,docs/optimization/round-009-futures-conservative-5x-realdata/data/02-ETHUSDT-conservative-timeline.csv
