candidate_id,log_loss,brier_score,accuracy,balanced_accuracy,calibration_intercept,calibration_slope,expected_calibration_error
round16-lgbm-depth4-leaves15,0.4600258133504872,0.1533263809853,0.7679563492063493,0.7679563492063493,0.079966056918803,1.0221909071977273,0.013197723117038661
binance_ridge_logistic-l2-0.01,0.4641146348027049,0.15380627050247234,0.7679563492063493,0.7679563492063493,0.07192088488258061,1.0482982546070507,0.010761917863347873
digital_moneyness_ridge_logistic-l2-0.01,0.46691077732010544,0.15482219149935197,0.7682043650793651,0.7682043650793651,0.06424628617122231,1.0978840016686493,0.016645756566074733
round16-training-prevalence,0.6932118619831076,0.250032338619828,0.5,0.5,0.0,0.0,0.005686705533785696
calendar_ridge_logistic-l2-0.01,0.694152879099577,0.25050234109338465,0.5,0.5,-2.0391634352483012,-23.289810681548143,0.021874991827998735
